Nome Civil;Nome para Urna;Numero;Partido;Coligação;Situação;Votação;% Válidos;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Atuacao;Atuacao em meses
SILAS BRASILEIRO;SILAS BRASILEIRO;104.67;PMDB;PT / PMDB / PC do B / PROS / PRB;Suplente;55767;0.55;MASCULINO;Casado(a);Deputado;Branca;22/10/1943;74;Ensino Fundamental completo;13160528.29;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000902.jpg;22.01;0.00;1890.33;0.00;271.24;4791.35;0.00;0.00;4226.67;2193.02;43.78;2016.30;0.00;0.00;732.98;1643.52;3968.87;4.67;21804.75;0.07;0.13;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.00;0.07;0.00;0.00;0.07;0.00;0.00;0.07;0.07;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.00;0.00;0.00;0.80;Empresário e Produtor Rural;Suplência;PMDB;4/2/2015 até 6/7/2015, 8/7/2015 até 14/4/2016, 26/4/2016 até 12/5/2016;15
RONALDO FONSECA DE SOUZA;RONALDO FONSECA;284.06;PROS;PT / PRB / PC do B / PP / PSC / PROS;Eleito por QP;84583;5.82;MASCULINO;Casado(a);Deputado;Branca;04/04/1959;58;Superior completo;821091.33;DF;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000834.jpg;0.00;0.00;5156.44;0.00;12.40;1622.97;260.88;0.00;11115.44;0.00;0.00;2112.89;0.00;0.00;0.00;4.06;1417.01;0.00;21702.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.03;0.03;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.34;Advogado;Em Exercício;PROS;1/2/2015 ...;32
FRANCISCO ARIOSTO HOLANDA;ARIOSTO HOLANDA;563.19;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Suplente;60669;1.39;MASCULINO;Casado(a);Deputado;Branca;11/10/1938;79;Superior completo;1878022.91;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000770.jpg;125.83;0.00;3277.19;0.00;125.02;2602.52;4181.25;0.00;2614.38;4228.56;0.00;2797.48;68.51;0.00;0.00;691.83;836.85;135.88;21685.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Professor Universitário e Engenheiro Civil;Em Exercício;PDT;6/10/2015 até 12/5/2016, 1/1/2017 ...;16
JOAO PAULO KARAM KLEINUBING;JOÃO PAULO KLEINUBING;558.80;PSD;PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM;Eleito por QP;132349;3.92;MASCULINO;Casado(a);Administrador;Branca;19/12/1972;45;Superior completo;624854.74;SC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000212.jpg;435.40;0.00;5265.91;0.00;207.77;2297.23;1000.00;0.00;813.80;6680.75;1179.12;2466.18;442.26;0.00;0.00;443.38;386.19;64.94;21682.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Administrador,Historiador;Em Exercício;PSD;1/2/2015 até 5/2/2015, 25/2/2015 até 2/3/2015, 5/4/2016 até 9/5/2016, 4/1/2017 ...;10
LUCIANO FRED BRAGA PENHA;LUCIANO BRAGA;180.93;DEM;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Suplente;61899;0.93;MASCULINO;Casado(a);Outros;Branca;31/08/1967;50;Superior incompleto;993938.78;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000634.jpg;538.97;0.00;3107.14;0.00;0.00;2383.19;5030.14;0.00;5500.00;3716.73;203.44;167.57;584.52;0.00;0.00;48.94;210.88;164.91;21656.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PRB;18/4/2016 até 18/10/2016, 16/1/2017 até 1/2/2017, 7/2/2017 ...;14
CELSO PANSERA;CELSO PANSERA;61.60;PMDB;PMDB / PP / PSC / PSD / PTB;Eleito por QP;58534;0.76;MASCULINO;Divorciado(a);Professor de Ensino Superior;Branca;10/10/1963;54;Superior completo;575083.11;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001436.jpg;510.16;0.00;0.00;0.00;25.36;1803.26;3410.00;0.00;4704.92;6937.02;49.17;3100.78;102.62;0.00;0.00;188.52;648.57;8.25;21488.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;-;Em Exercício;PMDB;1/2/2015 até 5/10/2015, 14/4/2016 ...;25
PEDRO OLIVEIRA CUNHA LIMA;PEDRO CUNHA LIMA;161.07;PSDB;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;179886;9.29;MASCULINO;Solteiro(a);Advogado;Branca;15/08/1988;29;Superior completo;125673.96;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000507.jpg;0.00;0.00;2978.57;0.00;0.00;1804.99;440.36;0.00;10690.18;4473.35;0.00;57.43;373.51;0.00;0.00;272.84;392.85;0.00;21484.06;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.04;0.00;0.04;0.32;Advogado(a);Em Exercício;PSDB;1/2/2015 até 1/12/2015, 31/3/2016 ...;28
ADELSON BARRETO DOS SANTOS;ADELSON BARRETO;44.19;PTB;PP / PTB / PSL / PSC / PR / PPS / DEM / PHS / PTC / PV / PSDB / PEN / PT do B / SD;Eleito por QP;131236;12.47;MASCULINO;Solteiro(a);Jornalista e Redator;Preta;22/09/1964;53;Superior completo;495000.0;SE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SE/foto/260000000090.jpg;0.00;0.00;8218.75;0.00;0.00;1209.87;1571.88;0.00;1890.62;7040.99;0.00;837.32;0.00;0.00;0.00;127.37;448.18;0.00;21344.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.19;Jornalista,Radialista;Em Exercício;PR;1/2/2015 ...;32
FLAVIO AUGUSTO DA SILVA;FLAVINHO;125.94;PSB;PSB;Eleito por média;90437;0.43;MASCULINO;Casado(a);Empresário;Branca;13/11/1971;46;Ensino Fundamental completo;159971.49;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001450.jpg;393.06;0.00;3717.19;0.00;122.46;1196.05;67.00;0.00;704.65;7097.12;1152.84;5665.68;0.00;0.00;0.00;190.15;532.06;376.75;21215.02;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.06;0.00;0.12;0.00;0.00;0.00;0.00;0.09;0.22;0.09;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.03;0.00;0.91;Apresentador de Televisão,Cantor,Compositor,Empresário,Escritor,Locutor;Em Exercício;PSB;1/2/2015 ...;32
ROBINSON SANTOS ALMEIDA;ROBINSON ALMEIDA;192.86;PT;PP / PDT / PT / PTB / PR / PSD / PC do B;Suplente;64265;0.97;MASCULINO;Casado(a);Engenheiro;Branca;16/03/1965;52;Superior completo;619563.31;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000148.jpg;347.59;0.00;3100.00;0.00;0.00;2041.41;0.00;0.00;10964.29;3534.81;132.43;37.64;135.58;62.12;0.00;71.97;147.37;545.36;21120.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PT;25/1/2017 até 1/2/2017, 3/2/2017 até 1/8/2017, 23/8/2017 ...;7
WALDIR MARANHAO CARDOSO;WALDIR MARANHÃO;34.72;PP;SD / PP / PC do B / PPS / PSDB / PSB;Eleito por QP;66274;2.12;MASCULINO;Casado(a);Deputado;Parda;04/08/1955;62;Superior completo;813641.72;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000628.jpg;0.00;0.00;0.00;0.00;0.00;134.38;2543.75;0.00;6062.50;10919.94;0.00;0.00;0.00;0.00;0.00;257.92;1015.27;0.00;20933.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Médico Veterinário;Em Exercício;PTdoB;1/2/2015 ...;32
AROLDE DE OLIVEIRA;AROLDE DE OLIVEIRA;559.30;PSD;PMDB / PP / PSC / PSD / PTB;Eleito por QP;55380;0.72;MASCULINO;Casado(a);Engenheiro;Branca;11/03/1937;80;Superior completo;5933267.7;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001475.jpg;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;142.47;5965.44;0.00;8933.80;82.06;0.00;0.00;4141.83;1624.80;0.00;20890.4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Engenheiro, Economista e Professor;Em Exercício;PSC;1/2/2015 até 6/2/2015, 27/2/2015 até 9/3/2015, 12/4/2016 até 27/4/2016, 29/11/2016 ...;10
MARCELO GUILHERME DE ARO FERREIRA;MARCELO ARO;97.91;PHS;PT do B / PRP / PHS / PEN;Eleito por QP;87113;0.86;MASCULINO;Casado(a);Vereador;Branca;12/06/1987;30;Superior completo;105282.68;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000001143.jpg;45.83;0.00;5284.17;0.00;11.21;1092.62;0.00;0.00;93.75;0.00;328.75;7058.05;5349.62;0.00;0.00;161.46;1449.16;5.78;20880.39;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.22;Jornalista;Em Exercício;PHS;1/2/2015 ...;32
RENATO BARBOSA DE ANDRADE;RENATO ANDRADE;137.50;PP;DEM / PSDB / PP / PR / PSD / SD;Suplente;78151;0.77;MASCULINO;Casado(a);Empresário;Branca;12/03/1971;46;Superior incompleto;1310910.26;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000726.jpg;323.62;0.00;1881.10;0.00;0.00;3808.75;237.50;0.00;7256.47;4268.06;348.08;961.38;424.84;6.36;0.00;197.69;385.41;672.20;20771.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PP;2/1/2017 ...;8
IZAQUE JOSE DA SILVA;IZAQUE SILVA;569.50;PSDB;PSDB / DEM / PPS;Suplente;33724;0.16;MASCULINO;Casado(a);Vereador;Branca;26/07/1961;56;Superior completo;340000.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001347.jpg;0.00;0.00;2000.00;0.00;0.00;1407.05;0.00;0.00;9437.00;4421.13;0.00;2710.87;0.00;0.00;0.00;443.32;242.48;86.39;20748.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PSDB;5/1/2017 ...;8
CESAR ANTONIO DE SOUZA;CESAR SOUZA;344.38;PSD;PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM;Eleito por QP;110777;3.28;MASCULINO;Divorciado(a);Empresário;Branca;08/11/1957;60;Ensino Médio incompleto;7340459.92;SC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000222.jpg;340.93;0.00;4007.12;0.00;113.91;1326.48;0.00;0.00;2843.75;6913.92;283.34;1179.92;1589.28;0.00;937.50;121.91;903.36;27.13;20588.55;0.06;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.44;Apresentador de Televisão,Comunicador de Rádio,Empresário;Em Exercício;PSD;1/2/2015 até 27/10/2015, 5/4/2016 até 9/5/2016, 13/7/2016 até 19/7/2016, 18/10/2016 até 24/10/2016, 31/1/2017 até 7/2/2017, 15/3/2017 ...;16
VICENTE PAULO DA SILVA;VICENTINHO;43.44;PT;PT / PC do B;Eleito por QP;89001;0.42;MASCULINO;Divorciado(a);Outros;Preta;08/04/1956;61;Superior completo;262301.42;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000665.jpg;85.24;0.00;0.00;0.00;0.00;2942.44;0.00;0.00;865.07;10208.94;266.81;3196.64;30.38;1.45;0.00;554.88;1713.39;462.40;20327.63;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.41;Bacharel em Direito e Metalúrgico.;Em Exercício;PT;1/2/2015 ...;32
DEJORGE PATRICIO DA SILVA;DEJORGE PATRICIO;277.50;PR;PR / PROS;Suplente;30533;0.4;MASCULINO;Solteiro(a);Vereador;Parda;18/06/1974;43;Ensino Médio completo;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001866.jpg;82.11;0.00;2500.00;0.00;0.00;487.86;4500.00;350.00;5267.50;4240.41;0.00;1866.18;535.35;0.00;0.00;37.02;321.05;0.00;20187.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PRB;2/1/2017 ...;8
ROGERIO SCHUMANN ROSSO;ROGÉRIO ROSSO;173.59;PSD;PSB / SD / PDT / PSD;Eleito por QP;93653;6.44;MASCULINO;Casado(a);Advogado;Branca;30/08/1968;49;Superior completo;580000.0;DF;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000461.jpg;405.69;0.00;3249.48;0.00;301.92;2169.45;2559.77;0.00;7380.91;1413.31;17.32;495.49;134.14;0.00;0.00;191.30;1588.23;96.23;20003.25;0.31;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.09;0.00;0.06;0.00;0.00;0.03;0.03;0.09;0.06;0.06;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.03;0.00;0.09;0.00;0.03;0.03;0.03;0.00;0.03;1.28;Músico, Advogado;Em Exercício;PSD;1/2/2015 ...;32
JOAO GUALBERTO VASCONCELOS;JOÃO GUALBERTO;142.72;PSDB;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Eleito por QP;117671;1.77;MASCULINO;Casado(a);Empresário;Branca;06/07/1958;59;Superior completo;68224677.6;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000642.jpg;0.00;1317.19;1652.02;0.00;74.13;4181.30;4906.25;0.00;2357.50;371.73;481.47;3411.19;34.66;5.28;0.00;225.43;864.30;5.64;19888.09;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.22;-;Em Exercício;PSDB;1/2/2015 ...;32
ALEXANDRE LEITE DA SILVA;ALEXANDRE LEITE;78.53;DEM;PSDB / DEM / PPS;Eleito por média;109708;0.52;MASCULINO;Solteiro(a);Deputado;Branca;18/04/1989;28;Superior incompleto;604866.36;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001389.jpg;13.43;390.00;144.38;0.00;85.03;1329.15;0.00;0.00;1972.89;13021.55;5.74;815.52;136.95;0.00;0.00;149.71;1019.95;64.65;19148.95;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.41;Empresário;Em Exercício;DEM;1/2/2015 ...;32
WILSON SILVA BESERRA;WILSON SILVA BESERRA;125.00;PMDB;PMDB / PP / PSC / PSD / PTB;Suplente;30109;0.39;MASCULINO;Solteiro(a);Empresário;Branca;16/01/1970;47;Superior incompleto;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001430.jpg;390.38;0.00;3957.91;0.00;0.00;4293.02;1166.67;0.00;875.00;5114.60;31.94;289.56;575.02;0.00;1333.33;207.44;388.69;509.64;19133.2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PMDB;15/12/2015 até 22/12/2015, 28/12/2015 até 15/2/2016, 17/2/2016 até 19/2/2016, 22/2/2016 até 12/4/2016, 2/1/2017 até 2/8/2017, 7/8/2017 ...;12
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;EDUARDO DA FONTE;34.72;PP;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por QP;283567;6.33;MASCULINO;Divorciado(a);Deputado;Branca;17/10/1972;45;Ensino Médio completo;1362950.18;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000046.jpg;0.00;0.00;3281.25;0.00;0.00;1739.24;0.00;0.00;1988.56;9006.34;0.00;3.88;0.00;0.00;0.00;1177.11;1151.26;0.00;18347.64;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;EMPRESÁRIO;Em Exercício;PP;1/2/2015 ...;32
POLLYANA FATIMA GAMA SANTOS;POLLYANA GAMA;235.10;PPS;PSDB / DEM / PPS;Suplente;35854;0.17;FEMININO;Casado(a);Vereador;Branca;13/05/1975;42;Superior completo;356607.03;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001366.jpg;363.64;0.00;2014.10;0.00;54.50;955.60;1470.00;0.00;2600.00;5525.91;199.65;3285.46;631.78;0.00;0.00;252.09;605.91;251.99;18210.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PPS;23/11/2016 ...;10
CARLOS MAURO CABRAL BENEVIDES;MAURO BENEVIDES;311.00;PMDB;PMDB / PSC / PR / PRP / PSDB;Suplente;60201;1.38;MASCULINO;Casado(a);Deputado;Branca;21/03/1930;87;Superior completo;300976.35;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000572.jpg;0.00;0.00;0.00;0.00;108.60;5398.60;1200.00;0.00;300.00;4434.28;0.00;0.00;485.43;0.00;0.00;572.73;5560.31;0.00;18059.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;ADVOGADO, PROFESSOR, ADMINISTRADOR E-JORNALISTA;Suplência;PMDB;3/5/2016 até 15/9/2016;5
MARCOS ANTONIO MEDRADO;MARCOS MEDRADO;3894.00;SD;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Suplente;56230;0.85;MASCULINO;Casado(a);Deputado;Parda;30/06/1946;71;Superior completo;1080000.0;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000679.jpg;0.00;0.00;5000.00;0.00;0.00;2250.00;8000.00;0.00;0.00;1219.09;0.00;0.00;0.00;0.00;0.00;411.66;946.89;0.00;17827.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Administrador de Empresa e Radialista;Suplência;PODE;27/6/2017 até 2/8/2017;2
MARCO ANTONIO NEVES CABRAL;MARCO ANTÔNIO CABRAL;157.70;PMDB;PMDB / PP / PSC / PSD / PTB;Eleito por QP;119584;1.56;MASCULINO;Solteiro(a);Estudante, Bolsista, Estagiário e Assemelhados;Branca;07/05/1991;26;Superior incompleto;363319.18;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001459.jpg;132.09;0.00;630.00;0.00;0.00;510.18;3000.00;0.00;1000.00;9624.24;0.00;1187.03;1665.18;0.00;0.00;3.87;69.15;0.00;17821.74;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00;0.00;0.00;0.20;0.00;0.10;0.00;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;1.00;-;Em Exercício;PMDB;1/2/2015 até 12/2/2015, 24/2/2015 até 2/3/2015, 19/10/2015 até 21/10/2015, 9/12/2015 até 5/1/2016, 16/2/2016 até 19/2/2016, 14/4/2016 até 19/4/2016, 13/7/2016 até 18/7/2016, 17/10/2016 até 21/10/2016, 18/1/2017 ...;10
