"Seletores";"Cargo";"UF";"Qt VotosVálidos";"Qt Vagas  QE";"QE";"Legenda";"Qt VotosVálidos QP";"Qt VagasQP";"Qt VagasMédia";
"";"";"";"756.705";"24";"31.529";"PSC / PSL / PTC / PRP / PRTB / PHS / PRB / PDT";"74.683";"2";"0"
"";"";"";"756.705";"24";"31.529";"PROS / PTN / PPL / PMN / PSDC / PC do B / PT do B";"43.096";"1";"0"
"Subtotal";"";"";"6.053.640";"192";"252.232";"";"756.705";"22";"2"
"Subtotal";"";"";"1.494.534.514";"14.048";"26.902.034";"";"97.635.752";"900";"135"
"";"Deputado Distrital";"DF";"1.525.265";"24";"63.553";"PRTB / PMN";"117.924";"1";"1"
"";"";"";"1.525.265";"24";"63.553";"PPS";"58.857";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PEN / PSL";"70.098";"1";"0"
"";"";"";"1.525.265";"24";"63.553";"PSB / PDT / SD";"205.764";"3";"1"
"";"";"";"1.525.265";"24";"63.553";"PSC / PROS";"45.213";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PT do B / PHS";"83.359";"1";"0"
"";"";"";"1.525.265";"24";"63.553";"PC do B / PPL / PTN";"129.178";"2";"0"
"";"";"";"1.525.265";"24";"63.553";"PSD";"36.739";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PRP / PV";"87.698";"1";"0"
"";"";"";"1.525.265";"24";"63.553";"PCB";"456";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PRB / PTC";"98.963";"1";"1"
"";"";"";"1.525.265";"24";"63.553";"PSDB / PSDC";"67.846";"1";"0"
"";"";"";"1.525.265";"24";"63.553";"PSTU";"893";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PSOL";"25.836";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PR / PTB";"95.155";"1";"1"
"";"";"";"1.525.265";"24";"63.553";"DEM";"33.392";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PCO";"351";"0";"0"
"";"";"";"1.525.265";"24";"63.553";"PMDB";"145.663";"2";"1"
"";"";"";"1.525.265";"24";"63.553";"PT / PP";"221.880";"3";"2"
"Subtotal";"";"";"28.980.035";"456";"1.207.507";"";"1.525.265";"17";"7"
"Subtotal";"";"";"28.980.035";"456";"1.207.507";"";"1.525.265";"17";"7"
"Subtotal";"";"";"2.691.764.718";"20.117";"69.674.184";"";"196.517.666";"1.357";"215"
"Total Geral";"";"";"2.691.764.718";"20.117";"69.674.184";"";"196.517.666";"1.357";"215"
