Nome Civil;Partido;Coligação;Situação;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Nome para Urna;Numero;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Atuacao;Atuacao em meses
PEDRO FRANCISCO UCZAI;PT;PT;Eleito por QP;135439;4.01;795.26;0.00;2948.76;0.00;149.26;5116.03;4157.71;0.00;4734.36;9401.50;1363.53;4698.66;376.19;31.83;0.00;203.52;2619.49;130.68;36726.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Professor Universitário;Em Exercício;PT;PEDRO UCZAI;43.45;MASCULINO;Casado(a);Professor de Ensino Superior;Branca;10/03/1963;54;Superior completo;1018556.93;SC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000182.jpg;1/2/2015 ...;31.07
ALUISIO GUIMARAES MENDES FILHO;PSDC;PSL / PSDC / PRP / PTN / PRTB;Eleito por QP;50658;1.62;286.00;0.00;4702.29;0.00;191.10;1928.81;6952.04;0.00;4104.92;6345.67;4765.40;4234.46;131.83;0.00;0.00;203.70;2799.31;66.20;36711.75;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;Funcionário Público Federal;Em Exercício;PODE;ALUISIO MENDES;87.77;MASCULINO;Casado(a);Servidor Público Federal;Branca;11/11/1961;56;Superior completo;2026635.63;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000510.jpg;1/2/2015 ...;31.07
JOSUE BENGTSON;PTB;PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC;Eleito por QP;122995;3.27;4.87;0.00;14.48;0.00;46.28;4002.56;5372.01;0.00;10084.99;9350.77;147.49;460.86;0.00;0.00;4695.20;1633.75;888.37;0.00;36701.61;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.29;Pastor Evangélico;Em Exercício;PTB;JOSUÉ BENGTSON;46.86;MASCULINO;Casado(a);Deputado;Branca;27/05/1944;73;Ensino Fundamental completo;1999900.82;PA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000945.jpg;1/2/2015 ...;31.07
NELSON MEURER;PP;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Eleito por QP;106478;1.88;111.71;0.00;9011.91;84.97;0.00;5016.45;0.00;0.00;6340.52;4806.03;6001.61;2911.95;100.64;0.00;87.87;575.66;1271.05;365.09;36685.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agropecuarista;Em Exercício;PP;NELSON MEURER;35.76;MASCULINO;Casado(a);Deputado;Branca;23/07/1942;75;Ensino Fundamental completo;4656434.4;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000160.jpg;1/2/2015 ...;31.07
JACOB ALFREDO STOFFELS KAEFER;PSDB;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Eleito por média;82554;1.46;7.74;0.00;1432.25;0.00;29.93;2472.28;3739.81;0.00;9748.92;15857.29;356.97;955.37;0.00;0.00;0.00;198.53;1876.29;0.00;36675.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.19;Industrial;Em Exercício;PSDB;ALFREDO KAEFER;146.96;MASCULINO;Separado(a) judicialmente;Industrial;Branca;07/11/1955;62;Ensino Fundamental completo;108581709.91;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000152.jpg;1/2/2015 ...;31.07
LUIZ PAULO TEIXEIRA FERREIRA;PT;PT / PC do B;Eleito por QP;111301;0.52;85.29;0.00;0.00;0.00;136.15;1232.04;254.99;136.01;17827.59;8612.05;167.98;3897.22;510.69;347.72;0.00;328.68;2440.86;674.01;36651.28;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.19;Advogado;Em Exercício;PT;PAULO TEIXEIRA;45.00;MASCULINO;Casado(a);Advogado;Branca;06/05/1961;56;Superior completo;106729.19;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000643.jpg;1/2/2015 ...;31.07
DIONILSO MATEUS MARCON;PT;PT;Eleito por QP;116178;1.96;583.32;0.00;693.63;0.00;0.00;5030.15;4602.51;0.00;6313.38;11147.11;948.15;2837.96;0.00;37.53;0.00;99.89;4266.59;71.27;36631.49;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Agricultor;Em Exercício;PT;MARCON;43.61;MASCULINO;Casado(a);Agricultor;Branca;21/09/1964;53;Ensino Fundamental incompleto;337406.32;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000324.jpg;1/2/2015 ...;31.07
RONALDO AUGUSTO LESSA SANTOS;PDT;PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS;Eleito por QP;88125;6.36;1217.76;0.00;9119.32;0.00;0.00;2290.78;1596.36;0.00;5935.56;5208.68;788.09;5036.09;3942.48;0.00;0.00;298.10;1061.27;132.69;36627.18;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.10;Engenheiro Civil;Em Exercício;PDT;RONALDO LESSA;39.01;MASCULINO;Divorciado(a);Engenheiro;Branca;25/04/1949;68;Superior completo;650000.0;AL;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000269.jpg;1/2/2015 ...;31.07
LUIZ GONZAGA PATRIOTA;PSB;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por QP;101452;2.26;665.28;0.00;4760.91;0.00;0.00;4988.41;0.00;0.00;13025.43;5088.02;114.70;790.56;175.19;0.00;0.00;4764.67;2243.03;0.00;36616.2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.23;Advogado, Contador , Administrador de Empresas e Jornalista.;Em Exercício;PSB;GONZAGA PATRIOTA;128.74;MASCULINO;Casado(a);Outros;Parda;26/04/1946;71;Superior completo;5641880.68;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000071.jpg;1/2/2015 ...;31.07
VICENTE ALVES DE OLIVEIRA JUNIOR;PSB;PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD;Eleito por QP;51069;6.96;54.84;2325.39;0.00;0.00;0.00;5047.21;17685.87;0.00;3177.34;1139.52;252.63;3754.63;1033.12;9.91;0.00;188.22;1899.88;0.00;36568.56;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.00;0.00;0.03;0.00;0.03;0.13;0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.06;0.00;0.00;0.61;Empresário;Em Exercício;PR;VICENTINHO JUNIOR;130.03;MASCULINO;Solteiro(a);Empresário;Branca;11/04/1985;32;Ensino Médio completo;2476968.31;TO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000292.jpg;1/2/2015 ...;31.07
JOSE CARLOS ALELUIA COSTA;DEM;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Eleito por QP;101924;1.53;1145.62;128.74;8113.94;0.00;0.00;4244.23;6517.54;0.00;7509.72;5829.80;302.10;0.00;32.01;0.00;0.00;99.36;2611.75;22.74;36557.54;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.03;0.03;0.00;0.00;0.26;Professor Universitário e Engenheiro Elétrico;Em Exercício;DEM;ALELUIA;82.23;MASCULINO;Casado(a);Outros;Parda;09/12/1947;70;Superior completo;5250473.16;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000630.jpg;1/2/2015 ...;31.07
WELINGTON COIMBRA;PMDB;PMDB / DEM / PSDB / SD / PROS;Eleito por QP;94759;5.28;12.44;0.00;8883.17;0.00;0.00;3518.48;560.03;0.00;11076.14;7127.52;0.00;2134.81;155.46;0.00;0.00;927.40;2138.95;6.44;36540.82;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.39;MÉDICO;Em Exercício;PMDB;LELO COIMBRA;48.76;MASCULINO;Casado(a);Médico;Branca;21/06/1954;63;Superior completo;277300.64;ES;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000461.jpg;1/2/2015 ...;31.07
ULDURICO ALENCAR PINTO;PTC;PPS / PSDC / PTC / PV / PRP / PT do B;Eleito por QP;39904;0.6;43.87;0.00;289.25;0.00;15.43;2245.31;3439.97;0.00;21542.02;6917.48;1031.87;144.79;191.70;0.00;0.00;300.61;342.30;0.00;36504.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.00;0.10;0.00;0.00;0.23;0.03;0.00;0.00;0.71;Estudante Universitário;Em Exercício;PV;ULDURICO JUNIOR;117.06;MASCULINO;Solteiro(a);Agricultor;Parda;30/01/1992;25;Superior incompleto;175000.0;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000551.jpg;1/2/2015 ...;31.07
GIOVANI CHERINI;PDT;PDT / PSC / PV / PEN / DEM;Eleito por QP;115294;1.94;634.23;0.00;6887.45;0.00;143.77;3174.71;0.00;0.00;4990.66;6200.09;420.61;5510.17;200.20;38.70;0.00;4262.27;3970.84;63.33;36497.04;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.13;0.00;0.00;0.00;0.58;Tecnólogo em Cooperativismo;Em Exercício;PDT;GIOVANI CHERINI;39.30;MASCULINO;Divorciado(a);Deputado;Branca;23/06/1960;57;Superior completo;3397388.28;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000237.jpg;1/2/2015 ...;31.07
CARLOS FELIPE VAZQUEZ DE SOUZA LEAO;PP;PP / PDT / PT / PTB / PR / PSD / PC do B;Eleito por QP;125605;1.89;169.13;0.00;8136.41;0.00;33.15;2425.83;8654.65;0.00;1198.58;7214.72;4.83;6558.36;146.14;0.00;0.00;202.12;1361.88;385.23;36491.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.16;Administrador;Em Exercício;PP;CACÁ LEÃO;35.89;MASCULINO;Solteiro(a);Administrador;Branca;03/11/1979;38;Superior completo;759285.15;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000164.jpg;1/2/2015 ...;31.07
ADERMIS MARINI JUNIOR;PSDB;PSDB / DEM / PPS;Suplente;25389;0.12;709.83;0.00;2472.27;0.00;0.00;3362.94;1919.19;0.00;12811.05;6516.81;720.90;5166.25;567.18;161.09;0.00;372.01;977.53;730.55;36487.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Suplência;PSDB;ADERMIS MARINI;964.47;MASCULINO;Casado(a);Empresário;Branca;18/07/1969;48;Superior completo;821712.7;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001329.jpg;2/1/2017 até 23/5/2017;4.7
HUGO MOTTA WANDERLEY DA NOBREGA;PMDB;PMDB;Eleito por QP;123686;6.39;2.22;1295.46;0.00;0.00;0.00;3432.27;6894.11;0.00;15560.03;7332.35;22.84;34.82;288.05;0.00;0.00;78.92;1534.34;0.00;36475.41;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.13;Estudante Universitário;Em Exercício;PMDB;HUGO;48.99;MASCULINO;Solteiro(a);Deputado;Branca;11/09/1989;28;Superior completo;498458.05;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000173.jpg;1/2/2015 ...;31.07
MARCELO THEODORO DE AGUIAR;DEM;PSDB / DEM / PPS;Suplente;65970;0.31;48.81;0.00;2181.13;0.00;7.11;571.59;12785.31;0.00;12738.07;3346.59;0.00;3591.92;254.99;0.00;0.00;205.95;722.60;0.00;36454.08;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;Músico;Em Exercício;DEM;PASTOR MARCELO AGUIAR;83.10;MASCULINO;Casado(a);Deputado;Branca;16/09/1973;44;Superior incompleto;123500.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001399.jpg;3/2/2015 até 24/2/2015, 3/3/2015 até 7/7/2015, 14/7/2015 até 19/10/2015, 21/10/2015 até 14/4/2016, 19/4/2016 até 19/10/2016, 21/10/2016 ...;30.23
BENITO DA GAMA SANTOS;PTB;PP / PDT / PT / PTB / PR / PSD / PC do B;Eleito por média;71372;1.07;637.69;337.95;9238.44;0.00;39.36;2160.69;1849.28;92.90;7417.96;5359.55;232.45;6087.72;467.49;0.00;0.00;526.14;1903.37;67.70;36418.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Economista,Professor(a);Em Exercício;PTB;BENITO GAMA;45.06;MASCULINO;Casado(a);Economista;Branca;29/08/1948;69;Superior completo;553889.44;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000121.jpg;1/2/2015 ...;31.07
DULCE FERREIRA PAGANI MIRANDA;PMDB;PMDB / PV / PT / PSD;Eleito por QP;75934;10.36;0.00;0.00;0.00;0.00;166.10;734.93;7594.79;958.66;13160.93;7461.58;57.25;3485.91;183.63;0.00;0.00;1423.84;1190.83;0.00;36418.43;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.26;-;Em Exercício;PMDB;DULCE MIRANDA;48.63;FEMININO;Casado(a);Dona de Casa;Branca;15/12/1963;54;Superior completo;2263550.97;TO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/TO/foto/270000000019.jpg;1/2/2015 ...;31.07
PAULO HENRIQUE ELLERY LUSTOSA DA COSTA;PP;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Suplente;47377;1.08;233.92;2381.82;6509.09;0.00;0.00;4432.47;3227.27;0.00;13788.82;5320.35;28.18;102.99;0.00;0.00;0.00;38.96;291.88;41.23;36396.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.18;Administrador e Consultor;Em Exercício;PP;PAULO HENRIQUE LUSTOSA;103.00;MASCULINO;Casado(a);Outros;Parda;08/02/1968;49;Superior completo;529550.2;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000801.jpg;17/11/2015 até 15/4/2016, 22/2/2017 ...;11.0
GILBERTO JOSE SPIER VARGAS;PT;PT;Eleito por QP;109469;1.84;161.85;0.00;4582.51;0.00;149.84;2763.36;2375.63;0.00;3761.66;12239.23;270.93;7737.18;108.89;20.62;152.58;222.48;1756.56;78.73;36382.06;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;Médico;Em Exercício;PT;PEPE VARGAS;56.81;MASCULINO;Casado(a);Médico;Branca;29/10/1958;59;Superior completo;298262.89;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000404.jpg;1/2/2015 até 2/2/2015, 5/10/2015 ...;22.9
BRUNO CAVALCANTI DE ARAUJO;PSDB;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por QP;131768;2.94;61.52;0.00;3927.88;0.00;0.00;2722.38;1137.08;0.00;7566.72;10501.24;2156.36;2266.91;1883.89;0.00;0.00;428.07;3542.94;172.73;36367.73;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;ADVOGADO;Licenciado;PSDB;BRUNO ARAÚJO;284.97;MASCULINO;Casado(a);Deputado;Branca;15/03/1972;45;Superior completo;3156779.35;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000043.jpg;1/2/2015 até 12/5/2016, 10/10/2016 até 11/10/2016, 20/10/2016 até 26/10/2016, 26/4/2017 até 27/4/2017, 2/8/2017 até 3/8/2017;15.83
JOSE LUIZ STEDILE;PSB;PSB / PPS / PSD / PT do B / PHS / PSL / PSDC;Eleito por QP;60523;1.02;769.53;0.00;633.09;0.00;29.01;3866.54;2014.81;0.00;13189.96;7852.05;376.42;5307.90;3.86;31.31;345.19;153.08;1448.59;338.48;36359.81;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.06;0.00;0.00;0.35;Administrador Público, Metalúrgico;Em Exercício;PSB;JOSE STEDILE;131.32;MASCULINO;Casado(a);Deputado;Branca;11/08/1957;60;Superior completo;339094.67;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000568.jpg;1/2/2015 ...;31.07
MARCELO BELINATI MARTINS;PP;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Eleito por QP;137817;2.43;566.98;0.00;3158.61;0.00;31.43;4217.06;891.04;0.00;6234.41;8246.26;539.42;7843.07;0.00;0.00;168.39;2370.45;1825.20;261.27;36353.6;0.00;0.51;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.94;0.04;0.09;0.00;0.00;0.34;0.00;0.81;0.94;0.64;0.00;0.09;0.30;0.00;0.30;0.00;0.00;0.00;0.00;0.34;0.09;0.17;0.00;0.94;0.04;0.09;0.17;0.21;0.00;0.09;7.37;Advogado(a),Médico(a);Vacância;PP;MARCELO BELINATI;48.01;MASCULINO;Casado(a);Médico;Branca;22/07/1971;46;Superior completo;579676.71;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000159.jpg;1/2/2015 até 1/1/2017;23.33
NELSON MARQUEZELLI;PTB;PTB;Eleito por QP;112711;0.53;0.00;0.00;0.00;0.00;0.00;5382.14;303.77;0.00;20945.57;4579.05;0.00;406.29;0.00;0.00;0.00;427.66;4247.13;50.71;36342.31;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.03;0.00;0.00;0.00;0.26;Empresário;Em Exercício;PTB;NELSON MARQUEZELLI;46.15;MASCULINO;Casado(a);Deputado;Branca;29/10/1941;76;Superior completo;12279100.44;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000002343.jpg;1/2/2015 ...;31.07
FABIO CRUZ MITIDIERI;PSD;PT / PDT / PSB / PMDB / PC do B / PRP / PROS / PSD / PRB / PSDC;Eleito por QP;83401;7.92;338.98;0.00;9011.91;0.00;105.63;1396.24;10465.72;0.00;9280.24;2616.82;146.93;120.46;1564.97;0.00;0.00;681.68;558.30;26.75;36314.61;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.16;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.13;0.00;0.00;0.03;0.10;0.00;0.00;0.77;-;Em Exercício;PSD;FÁBIO MITIDIERI;178.79;MASCULINO;Casado(a);Empresário;Branca;24/02/1977;40;Superior completo;912613.63;SE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SE/foto/260000000184.jpg;1/2/2015 ...;31.07
