Nome,Nome para Urna,Numero,Partido,Coligação,Situação,Votação,% Válidos,Sexo,Estado Civil,Ocupacao,Cor/Raça,Data Nasc.,Idade,Instrucao,Bens,UF,foto
JOSE WILSON SANTIAGO FILHO,WILSON FILHO,1411,PTB,PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP,Eleito por QP,95.746,"4,94",MASCULINO,Solteiro(a),Deputado,Branca,10/08/1989,28,Superior completo,"5611270,23",PB,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000506.jpg
MANOEL ALVES DA SILVA JUNIOR,MANOEL JUNIOR,1515,PMDB,PMDB,Eleito por média,105.693,"5,46",MASCULINO,Casado(a),Deputado,Branca,21/02/1964,53,Superior completo,"1528793,86",PB,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000175.jpg
MARCONDES IRAN BENEVIDES GADELHA,MARCONDES GADELHA,2020,PSC,PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP,Suplente,60.435,"3,12",MASCULINO,Casado(a),Médico,Branca,23/06/1943,74,Superior completo,"1014450,00",PB,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000508.jpg
ALAN RICK MIRANDA,ALAN RICK,1012,PRB,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Eleito por média,17.903,"4,48",MASCULINO,Casado(a),Jornalista e Redator,Branca,23/10/1976,41,Superior completo,"355000,00",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000173.jpg
RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,1314,PT,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Eleito por QP,39.844,"9,98",MASCULINO,Casado(a),Professor de Ensino Superior,Branca,19/02/1955,62,Superior completo,"1095765,54",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000166.jpg
CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,4040,PSB,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Eleito por QP,26.448,"6,63",MASCULINO,Casado(a),Outros,Parda,05/07/1958,59,Ensino Fundamental incompleto,"4425700,00",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000158.jpg
FLAVIANO FLAVIO BAPTISTA DE MELO,FLAVIANO MELO,1555,PMDB,PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD,Eleito por QP,18.372,"4,60",MASCULINO,Divorciado(a),Deputado,Parda,17/11/1949,68,Superior completo,"827570,85",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000613.jpg
JESSICA ROJAS SALES,FAGNER SALES,1515,PMDB,PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD,Eleito por QP,20.339,"5,09",MASCULINO,Casado(a),Advogado,Branca,05/10/1982,35,Superior completo,"490000,00",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000606.jpg
LEONARDO CUNHA DE BRITO,LÉO DO PT,1331,PT,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Eleito por QP,20.876,"5,23",MASCULINO,Casado(a),Advogado,Branca,13/04/1979,38,Superior completo,"160507,58",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000163.jpg
MOISES DINIZ LIMA,MOISÉS DINIZ,6513,PC do B,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Suplente,13.738,"3,44",MASCULINO,Solteiro(a),Deputado,Parda,11/08/1963,54,Superior completo,"380000,00",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000172.jpg
WHERLES FERNANDES DA ROCHA,MAJOR ROCHA,4545,PSDB,PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD,Eleito por QP,23.466,"5,88",MASCULINO,Casado(a),Deputado,Branca,23/10/1968,49,Superior completo,"430000,00",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000607.jpg
SEBASTIAO SIBA MACHADO OLIVEIRA,SIBÁ MACHADO,1313,PT,PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B,Eleito por QP,18.395,"4,61",MASCULINO,Casado(a),Deputado,Parda,24/01/1958,59,Superior completo,"215026,80",AC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000171.jpg
JOSE ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,1522,PMDB,PMDB / DEM / PTB / PV / PRB / PR,Suplente,67.885,"2,17",MASCULINO,Solteiro(a),Deputado,Preta,10/02/1987,30,Superior completo,"523000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000563.jpg
ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,2727,PSDC,PSL / PSDC / PRP / PTN / PRTB,Eleito por QP,50.658,"1,62",MASCULINO,Casado(a),Servidor Público Federal,Branca,11/11/1961,56,Superior completo,"2026635,63",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000510.jpg
ANDRE LUIZ CARVALHO RIBEIRO,ANDRE FUFUCA,5151,PEN,PEN / PMN / PHS / PSC / PT do B,Eleito por QP,56.879,"1,82",MASCULINO,Solteiro(a),"Estudante, Bolsista, Estagiário e Assemelhados",Branca,27/08/1989,28,Ensino Médio completo,"160693,20",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000080.jpg
CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,1010,PRB,PMDB / DEM / PTB / PV / PRB / PR,Eleito por QP,105.243,"3,36",MASCULINO,Casado(a),Advogado,Branca,10/05/1972,45,Superior completo,"735000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000571.jpg
DEOCLIDES ANTONIO SANTOS NETO MACEDO,DEOCLIDES MACEDO,1233,PDT,PDT / PTC / PROS,Suplente,56.171,"1,79",MASCULINO,Casado(a),Advogado,Parda,09/12/1962,55,Superior completo,"652884,92",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000259.jpg
ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,2323,PPS,SD / PP / PC do B / PPS / PSDB / PSB,Eleito por QP,133.575,"4,27",FEMININO,Divorciado(a),Deputado,Branca,27/02/1977,40,Superior completo,"780000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000603.jpg
HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,1513,PMDB,PMDB / DEM / PTB / PV / PRB / PR,Eleito por QP,125.521,"4,01",MASCULINO,Casado(a),Administrador,Branca,22/04/1960,57,Superior completo,"2115000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000562.jpg
JOAO MARCELO SANTOS SOUZA,JOÃO MARCELO,1555,PMDB,PMDB / DEM / PTB / PV / PRB / PR,Eleito por média,83.847,"2,68",MASCULINO,Casado(a),Outros,Branca,11/11/1973,44,Superior completo,"1312648,57",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000564.jpg
JOSE REINALDO CARNEIRO TAVARES,ZÉ REINALDO,4040,PSB,SD / PP / PC do B / PPS / PSDB / PSB,Eleito por QP,86.728,"2,77",MASCULINO,Separado(a) judicialmente,Engenheiro,Branca,19/03/1939,78,Superior completo,"294292,31",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000613.jpg
JULIAO AMIN CASTRO,JULIAO AMIN,1211,PDT,PDT / PTC / PROS,Eleito por média,64.896,"2,07",MASCULINO,Casado(a),Advogado,Branca,01/10/1946,71,Superior completo,"493270,80",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000253.jpg
ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,5122,PEN,PEN / PMN / PHS / PSC / PT do B,Eleito por média,50.962,"1,63",MASCULINO,Casado(a),Advogado,Branca,02/03/1970,47,Superior completo,"0,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000100.jpg
JOSE JUSCELINO DOS SANTOS REZENDE FILHO,JUSCELINO FILHO,4410,PRP,PSL / PSDC / PRP / PTN / PRTB,Eleito por QP,83.955,"2,68",MASCULINO,Casado(a),Médico,Branca,06/11/1984,33,Superior completo,"3249116,66",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000505.jpg
LUANA MARIA DA SILVA COSTA,LUANA ALVES,4030,PSB,SD / PP / PC do B / PPS / PSDB / PSB,Suplente,51.418,"1,64",FEMININO,Solteiro(a),Médico,Parda,14/10/1969,48,Superior completo,"787180,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000785.jpg
PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,1414,PTB,PMDB / DEM / PTB / PV / PRB / PR,Eleito por QP,85.507,"2,73",MASCULINO,Casado(a),Deputado,Branca,02/03/1949,68,Superior completo,"1083377,31",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000581.jpg
RUBENS PEREIRA E SILVA JUNIOR,RUBENS PEREIRA JÚNIOR,6565,PC do B,SD / PP / PC do B / PPS / PSDB / PSB,Eleito por QP,118.115,"3,77",MASCULINO,Casado(a),Deputado,Branca,16/03/1984,33,Superior completo,"653912,76",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000627.jpg
CARLOS VICTOR GUTERRES MENDES,VICTOR MENDES,4356,PV,PMDB / DEM / PTB / PV / PRB / PR,Eleito por QP,85.034,"2,72",MASCULINO,Casado(a),Advogado,Parda,22/08/1979,38,Superior completo,"1270000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000590.jpg
WALDIR MARANHAO CARDOSO,WALDIR MARANHÃO,1111,PP,SD / PP / PC do B / PPS / PSDB / PSB,Eleito por QP,66.274,"2,12",MASCULINO,Casado(a),Deputado,Parda,04/08/1955,62,Superior completo,"813641,72",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000628.jpg
WEVERTON ROCHA MARQUES DE SOUSA,WEVERTON ROCHA,1212,PDT,PDT / PTC / PROS,Eleito por QP,81.161,"2,59",MASCULINO,Casado(a),Deputado,Parda,08/10/1979,38,Superior completo,"325760,07",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000262.jpg
JOSE CARLOS NUNES JUNIOR,ZÉ CARLOS,1300,PT,PT / PSD,Eleito por QP,90.531,"2,89",MASCULINO,Casado(a),Deputado,Branca,26/05/1955,62,Superior completo,"6081799,16",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000215.jpg
DAVI ALVES SILVA JUNIOR,DAVI ALVES SILVA JÚNIOR,2211,PR,PMDB / DEM / PTB / PV / PRB / PR,Suplente,63.706,"2,04",MASCULINO,Casado(a),Servidor Público Federal,Branca,22/11/1976,41,Ensino Médio completo,"135,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000586.jpg
ILDON MARQUES DE SOUZA,ILDON MARQUES,3331,PMN,PEN / PMN / PHS / PSC / PT do B,Suplente,31.370,"1,00",MASCULINO,Casado(a),Empresário,Parda,20/10/1945,72,Superior completo,"5136747,53",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000781.jpg
JOAO CASTELO RIBEIRO GONCALVES,JOÃO CASTELO,4555,PSDB,SD / PP / PC do B / PPS / PSDB / PSB,Eleito por média,52.783,"1,69",MASCULINO,Casado(a),Advogado,Branca,19/10/1937,80,Superior completo,"6995418,83",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000615.jpg
ROSANGELA APARECIDA DA SILVA BARROS,ROSÂNGELA CURADO,1225,PDT,PDT / PTC / PROS,Suplente,37.726,"1,21",FEMININO,Casado(a),Odontólogo,Parda,11/12/1966,51,Superior completo,"420000,00",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000258.jpg
JOSE SARNEY FILHO,SARNEY FILHO,4321,PV,PMDB / DEM / PTB / PV / PRB / PR,Eleito por QP,91.669,"2,93",MASCULINO,Casado(a),Deputado,Branca,14/06/1957,60,Superior completo,"4752376,77",MA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000591.jpg
JOAO ALBERTO FRAGA SILVA,FRAGA,2525,DEM,PR / PTB / PRTB / PMN / DEM,Eleito por QP,155.056,"10,66",MASCULINO,Casado(a),Policial Militar,Parda,02/06/1956,61,Superior completo,"2674990,00",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000676.jpg
AUGUSTO SILVEIRA DE CARVALHO,AUGUSTO CARVALHO,7777,SD,PSB / SD / PDT / PSD,Eleito por média,39.461,"2,71",MASCULINO,Solteiro(a),Servidor Público Civil Aposentado,Branca,27/07/1953,64,Superior completo,"894111,27",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000441.jpg
ERIKA JUCA KOKAY,ÉRIKA KOKAY,1331,PT,PT / PRB / PC do B / PP / PSC / PROS,Eleito por QP,92.558,"6,37",FEMININO,Solteiro(a),Deputado,Branca,15/08/1957,60,Superior completo,"137967,62",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000841.jpg
IZALCI LUCAS FERREIRA,IZALCI,4545,PSDB,PSDB / PPS / PSDC,Eleito por QP,71.937,"4,95",MASCULINO,Casado(a),Deputado,Branca,07/04/1956,61,Superior completo,"8903714,51",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000001075.jpg
LAERTE RODRIGUES DE BESSA,LAERTE BESSA,2222,PR,PR / PTB / PRTB / PMN / DEM,Eleito por média,32.843,"2,26",MASCULINO,Divorciado(a),Policial Civil,Branca,01/05/1954,63,Superior completo,"740000,00",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000661.jpg
ROGERIO SCHUMANN ROSSO,ROGÉRIO ROSSO,5555,PSD,PSB / SD / PDT / PSD,Eleito por QP,93.653,"6,44",MASCULINO,Casado(a),Advogado,Branca,30/08/1968,49,Superior completo,"580000,00",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000461.jpg
RONALDO FONSECA DE SOUZA,RONALDO FONSECA,9090,PROS,PT / PRB / PC do B / PP / PSC / PROS,Eleito por QP,84.583,"5,82",MASCULINO,Casado(a),Deputado,Branca,04/04/1959,58,Superior completo,"821091,33",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000834.jpg
RONEY TANIOS NEMER,RÔNEY NEMER,1515,PMDB,PMDB / PT do B / PRP / PHS / PEN / PV / PTN / PPL / PSL / PTC,Eleito por QP,82.594,"5,68",MASCULINO,Solteiro(a),Servidor Público Estadual,Branca,08/02/1963,54,Superior completo,"2409826,26",DF,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000891.jpg
ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,1313,PT,PT / PSB / PC do B,Eleito por QP,87.003,"1,13",MASCULINO,Casado(a),Advogado,Branca,28/10/1971,46,Superior completo,"26012,85",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000614.jpg
ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,5570,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,48.879,"0,64",MASCULINO,Casado(a),Médico,Branca,29/11/1975,42,Superior completo,"827917,40",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001473.jpg
ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,4415,PRP,PRP / PRTB / PPL,Eleito por QP,26.526,"0,35",MASCULINO,Casado(a),Comerciante,Branca,07/04/1973,44,Superior incompleto,"1431055,40",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002704.jpg
ALTINEU CORTES FREITAS COUTINHO,ALTINEU CORTES,2269,PR,PR / PROS,Eleito por média,40.593,"0,53",MASCULINO,Casado(a),Deputado,Parda,13/09/1968,49,Ensino Médio completo,"4239563,82",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001858.jpg
AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,5593,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,55.380,"0,72",MASCULINO,Casado(a),Engenheiro,Branca,11/03/1937,80,Superior completo,"5933267,70",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001475.jpg
AUREO LIDIO MOREIRA RIBEIRO,AUREO,7733,SD,SD / PSL,Eleito por QP,58.117,"0,76",MASCULINO,Casado(a),Deputado,Branca,17/02/1979,38,Ensino Médio completo,"1495166,17",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000390.jpg
BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,1377,PT,PT / PSB / PC do B,Eleito por média,48.163,"0,63",FEMININO,Casado(a),Assistente Social,Preta,26/04/1942,75,Superior completo,"911594,33",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000624.jpg
BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,5020,PSOL,PSOL,Eleito por QP,49.831,"0,65",MASCULINO,Casado(a),Bombeiro Militar,Parda,30/03/1976,41,Superior completo,"40000,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000491.jpg
CELSO ALENCAR RAMOS JACOB,CELSO JACOB,1508,PMDB,PMDB / PP / PSC / PSD / PTB,Suplente,36.614,"0,48",MASCULINO,Solteiro(a),Economista,Parda,19/01/1957,60,Superior completo,"1022052,48",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001433.jpg
CELSO PANSERA,CELSO PANSERA,1540,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,58.534,"0,76",MASCULINO,Divorciado(a),Professor de Ensino Superior,Branca,10/10/1963,54,Superior completo,"575083,11",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001436.jpg
FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,5050,PSOL,PSOL,Eleito por QP,195.964,"2,55",MASCULINO,Divorciado(a),Professor de Ensino Superior,Branca,19/10/1949,68,Superior completo,"189599,82",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000414.jpg
FRANCISCO JOSE DANGELO PINTO,CHICO D'ANGELO,1310,PT,PT / PSB / PC do B,Eleito por QP,52.809,"0,69",MASCULINO,Divorciado(a),Médico,Branca,11/02/1953,64,Superior completo,"208972,97",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000601.jpg
CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL,1414,PTB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,81.817,"1,07",FEMININO,Solteiro(a),Vereador,Branca,21/12/1973,44,Superior completo,"245854,70",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001460.jpg
DEJORGE PATRICIO DA SILVA,DEJORGE PATRICIO,2220,PR,PR / PROS,Suplente,30.533,"0,40",MASCULINO,Solteiro(a),Vereador,Parda,18/06/1974,43,Ensino Médio completo,"0,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001866.jpg
WANDERLEY ALVES DE OLIVEIRA,DELEY,1456,PTB,PMDB / PP / PSC / PSD / PTB,Eleito por média,48.874,"0,64",MASCULINO,Casado(a),Administrador,Branca,28/08/1959,58,Superior completo,"1742587,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001470.jpg
EZEQUIEL CORTAZ TEIXEIRA,EZEQUIEL TEIXEIRA,7725,SD,SD / PSL,Eleito por QP,35.701,"0,47",MASCULINO,Casado(a),Advogado,Parda,25/02/1955,62,Superior completo,"2196311,03",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000395.jpg
FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,5522,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,105.517,"1,38",MASCULINO,Solteiro(a),Comerciante,Branca,26/12/1978,39,Superior completo,"4480902,90",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001481.jpg
FERNANDO ANTONIO CECILIANO JORDAO,FERNANDO JORDÃO,1550,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por média,47.188,"0,61",MASCULINO,Casado(a),Deputado,Branca,23/06/1952,65,Superior completo,"3052747,88",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001426.jpg
FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,2280,PR,PR / PROS,Eleito por QP,47.157,"0,61",MASCULINO,Casado(a),Deputado,Parda,21/09/1959,58,Ensino Médio completo,"0,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001871.jpg
GLAUBER DE MEDEIROS BRAGA,GLAUBER,4080,PSB,PT / PSB / PC do B,Eleito por QP,82.236,"1,07",MASCULINO,Solteiro(a),Advogado,Branca,26/06/1982,35,Superior completo,"358948,89",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000663.jpg
HUGO LEAL MELO DA SILVA,HUGO LEAL,9090,PROS,PR / PROS,Eleito por QP,85.449,"1,11",MASCULINO,Casado(a),Advogado,Branca,08/08/1962,55,Superior completo,"1994389,27",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001875.jpg
ANTONIO PEDRO INDIO DA COSTA,INDIO DA COSTA,5566,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,91.523,"1,19",MASCULINO,Divorciado(a),Advogado,Branca,20/10/1970,47,Superior completo,"5377301,88",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001474.jpg
JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,1120,PP,PMDB / PP / PSC / PSD / PTB,Eleito por QP,464.572,"6,05",MASCULINO,Casado(a),Deputado,Branca,21/03/1955,62,Superior completo,"2074692,43",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001444.jpg
JANDIRA FEGHALI,JANDIRA FEGHALI,6565,PC do B,PT / PSB / PC do B,Eleito por QP,68.531,"0,89",FEMININO,Casado(a),Deputado,Branca,17/05/1957,60,Superior completo,"762734,22",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000637.jpg
JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,5005,PSOL,PSOL,Eleito por QP,144.770,"1,89",MASCULINO,Solteiro(a),Jornalista e Redator,Preta,10/03/1974,43,Superior completo,"1192835,64",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000415.jpg
JULIO LUIZ BAPTISTA LOPES,JÚLIO LOPES,1111,PP,PMDB / PP / PSC / PSD / PTB,Eleito por QP,96.796,"1,26",MASCULINO,Casado(a),Deputado,Branca,06/04/1959,58,Superior completo,"1629854,94",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001447.jpg
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,1415,PTB,PMDB / PP / PSC / PSD / PTB,Suplente,34.550,"0,45",FEMININO,Divorciado(a),Vereador,Branca,01/05/1963,54,Superior completo,"624805,88",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001463.jpg
LOURIVAL GOMES DE ALMEIDA,LOURIVAL GOMES,2789,PSDC,PSDC / PMN / PTC,Suplente,16.807,"0,22",MASCULINO,Casado(a),Comerciante,Parda,22/07/1955,62,Ensino Fundamental completo,"0,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002158.jpg
LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS DO CHAPEU,2727,PSDC,PSDC / PMN / PTC,Eleito por QP,33.221,"0,43",MASCULINO,Casado(a),Vereador,Branca,08/06/1951,66,Ensino Médio completo,"175000,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002139.jpg
LUIZ SERGIO NOBREGA DE OLIVEIRA,LUIZ SÉRGIO,1312,PT,PT / PSB / PC do B,Eleito por QP,48.903,"0,64",MASCULINO,Casado(a),Deputado,Branca,09/04/1958,59,Superior completo,"2211596,77",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000602.jpg
MARCELO JANDRE DELAROLI,MARCELO DELAROLI,2266,PR,PR / PROS,Suplente,33.743,"0,44",MASCULINO,Casado(a),Ocupante de Cargo em Comissão,Branca,10/07/1980,37,Superior completo,"92954,01",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001892.jpg
MARCELO VIVIANI GONCALVES,MARCELO MATOS,1200,PDT,PDT,Eleito por QP,47.370,"0,62",MASCULINO,Casado(a),Deputado,Parda,26/05/1968,49,Ensino Médio completo,"1329580,04",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002446.jpg
MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,1577,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,119.584,"1,56",MASCULINO,Solteiro(a),"Estudante, Bolsista, Estagiário e Assemelhados",Branca,07/05/1991,26,Superior incompleto,"363319,18",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001459.jpg
MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,2211,PR,PR / PROS,Eleito por QP,44.440,"0,58",MASCULINO,Solteiro(a),Deputado,Branca,16/05/1978,39,Superior completo,"1041031,59",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001895.jpg
