Nome,Nome para Urna,Numero,Partido,Coligação,Situação,Votação,% Válidos,Sexo,Estado Civil,Ocupacao,Cor/Raça,Data Nasc.,Idade,Instrucao,Bens,UF,foto
ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,2222,PR,PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD,Eleito por QP,120.060,"7,24",MASCULINO,Casado(a),Senador,Parda,05/05/1952,65,Superior completo,"1462597,42",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000349.jpg
ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO,ARTUR BISNETO,4545,PSDB,PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD,Eleito por QP,250.916,"15,13",MASCULINO,Casado(a),Deputado,Branca,01/10/1979,38,Ensino Médio completo,"605363,05",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000353.jpg
ATILA SIDNEY LINS ALBUQUERQUE,ATILA LINS,5525,PSD,PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD,Eleito por média,89.453,"5,39",MASCULINO,Casado(a),Deputado,Parda,22/11/1950,67,Superior completo,"1880767,00",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000356.jpg
MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,1122,PP,PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B,Eleito por QP,71.878,"4,33",FEMININO,Casado(a),Deputado,Branca,01/01/1966,51,Superior incompleto,"252000,00",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000082.jpg
HISSA NAGIB ABRAHAO FILHO,HISSA ABRAHÃO,2323,PPS,PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B,Eleito por QP,113.646,"6,85",MASCULINO,Casado(a),Empresário,Branca,02/08/1980,37,Superior completo,"578322,31",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000086.jpg
PAUDERNEY TOMAZ AVELINO,PAUDERNEY,2525,DEM,PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD,Eleito por QP,103.904,"6,27",MASCULINO,Casado(a),Deputado,Parda,24/09/1954,63,Superior completo,"1805198,68",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000345.jpg
RAIMUNDO SABINO CASTELO BRANCO MAUES,SABINO CASTELO BRANCO,1414,PTB,PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B,Suplente,69.708,"4,20",MASCULINO,Casado(a),Deputado,Parda,31/08/1964,53,Superior incompleto,"1401352,69",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000081.jpg
SILAS CAMARA,SILAS CAMARA,5555,PSD,PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD,Eleito por QP,166.281,"10,03",MASCULINO,Casado(a),Deputado,Parda,15/12/1962,55,Superior completo,"0,00",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000360.jpg
MARCOS SERGIO ROTTA,MARCOS ROTTA,1515,PMDB,PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B,Eleito por QP,117.955,"7,11",MASCULINO,Solteiro(a),Deputado,Branca,11/03/1967,50,Superior completo,"606944,65",AM,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000077.jpg
ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,1010,PRB,PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B,Eleito por média,13.798,"3,57",MASCULINO,Casado(a),Outros,Parda,10/11/1970,47,Superior completo,"125025,81",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000353.jpg
LUIZ GIONILSON PINHEIRO BORGES,CABUÇU,1512,PMDB,PP / PDT / PMDB,Eleito por média,18.709,"4,85",MASCULINO,Solteiro(a),Locutor e Comentarista de Rádio e Televisão e Radialista,Parda,06/03/1964,53,Superior completo,"85000,00",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000122.jpg
JANETE MARIA GOES CAPIBERIBE,JANETE,4040,PSB,PSB / PT / PSOL / PC do B,Eleito por QP,21.108,"5,47",FEMININO,Casado(a),Deputado,Parda,12/05/1949,68,Superior incompleto,"175956,03",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000462.jpg
JOZIANE ARAUJO NASCIMENTO,JOZI ROCHA,1478,PTB,PTB / PSC / PPS / PRTB / PMN / PTC / PRP / PPL,Eleito por média,10.007,"2,59",FEMININO,Casado(a),Empresário,Branca,26/03/1979,38,Ensino Médio completo,"0,00",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000158.jpg
MARCOS JOSE REATEGUI SOUZA,MARCOS REATEGUI,2020,PSC,PTB / PSC / PPS / PRTB / PMN / PTC / PRP / PPL,Eleito por QP,12.485,"3,23",MASCULINO,Separado(a) judicialmente,Servidor Público Federal,Parda,06/10/1960,57,Superior completo,"0,00",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000148.jpg
MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PROFESSORA MARCIVÂNIA,1312,PT,PSB / PT / PSOL / PC do B,Eleito por média,16.162,"4,19",FEMININO,Casado(a),Professor de Ensino Médio,Parda,21/06/1973,44,Superior completo,"133000,00",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000466.jpg
ANTONIO ROBERTO RODRIGUES GOES DA SILVA,ROBERTO GÓES,1212,PDT,PP / PDT / PMDB,Eleito por QP,22.134,"5,73",MASCULINO,Divorciado(a),Administrador,Parda,22/06/1966,51,Superior completo,"404060,50",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000087.jpg
VINICIUS DE AZEVEDO GURGEL,VINÍCIUS GURGEL,2222,PR,PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B,Eleito por QP,18.661,"4,83",MASCULINO,Casado(a),Deputado,Branca,31/07/1978,39,Superior completo,"813329,17",AP,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000338.jpg
ANGELA ALBINO,ANGELA,6565,PC do B,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Suplente,87.954,"2,60",FEMININO,Divorciado(a),Deputado,Branca,28/08/1969,48,Superior completo,"487980,00",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000215.jpg
CARMEN EMILIA BONFA ZANOTTO,CARMEN ZANOTTO,2323,PPS,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Eleito por QP,78.607,"2,33",FEMININO,Casado(a),Enfermeiro,Branca,06/10/1962,55,Superior completo,"443209,31",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000475.jpg
CELSO MALDANER,CELSO MALDANER,1560,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,110.436,"3,27",MASCULINO,Casado(a),Deputado,Branca,30/08/1953,64,Superior completo,"8316425,28",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000234.jpg
CESAR ANTONIO DE SOUZA,CESAR SOUZA,5510,PSD,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,110.777,"3,28",MASCULINO,Divorciado(a),Empresário,Branca,08/11/1957,60,Ensino Médio incompleto,"7340459,92",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000222.jpg
DECIO NERY DE LIMA,DÉCIO LIMA,1313,PT,PT,Eleito por QP,112.366,"3,33",MASCULINO,Casado(a),Advogado,Branca,01/10/1960,57,Superior completo,"1430986,16",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000174.jpg
EDSON BEZ DE OLIVEIRA,EDINHO BEZ,1515,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Suplente,102.633,"3,04",MASCULINO,Casado(a),Deputado,Branca,06/03/1950,67,Superior completo,"4353764,32",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000245.jpg
ESPERIDIAO AMIN HELOU FILHO,ESPERIDIÃO AMIN,1133,PP,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Eleito por QP,229.668,"6,80",MASCULINO,Casado(a),Deputado,Branca,21/12/1947,70,Superior completo,"2840858,78",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000477.jpg
GEOVANIA DE SA RODRIGUES,GEOVANIA DE SÁ,4577,PSDB,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Eleito por média,52.757,"1,56",FEMININO,Casado(a),Administrador,Branca,30/03/1972,45,Superior completo,"391576,15",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000468.jpg
JOAO PAULO KARAM KLEINUBING,JOÃO PAULO KLEINUBING,5588,PSD,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,132.349,"3,92",MASCULINO,Casado(a),Administrador,Branca,19/12/1972,45,Superior completo,"624854,74",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000212.jpg
JOAO RODRIGUES,JOÃO RODRIGUES,5555,PSD,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,221.409,"6,56",MASCULINO,Casado(a),Empresário,Branca,23/03/1967,50,Ensino Médio completo,"2394418,89",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000213.jpg
JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,1105,PP,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Eleito por QP,123.770,"3,67",MASCULINO,Casado(a),Deputado,Branca,05/11/1955,62,Superior completo,"5937214,98",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000479.jpg
JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,2223,PR,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,140.839,"4,17",MASCULINO,Divorciado(a),Deputado,Branca,15/07/1956,61,Superior completo,"1105924,22",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000224.jpg
MARCO ANTONIO TEBALDI,MARCO TEBALDI,4545,PSDB,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Eleito por QP,135.042,"4,00",MASCULINO,Casado(a),Deputado,Branca,31/01/1958,59,Superior completo,"2356578,85",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000471.jpg
MAURO MARIANI,MAURO MARIANI,1570,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,195.942,"5,80",MASCULINO,Casado(a),Deputado,Branca,08/01/1964,53,Superior completo,"1576337,08",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000238.jpg
PEDRO FRANCISCO UCZAI,PEDRO UCZAI,1350,PT,PT,Eleito por QP,135.439,"4,01",MASCULINO,Casado(a),Professor de Ensino Superior,Branca,10/03/1963,54,Superior completo,"1018556,93",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000182.jpg
ROGERIO MENDONCA,PENINHA,1510,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,137.784,"4,08",MASCULINO,Casado(a),Agrônomo,Branca,27/01/1953,64,Superior completo,"892799,37",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000239.jpg
RONALDO JOSE BENEDET,RONALDO BENEDET,1509,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por média,105.303,"3,12",MASCULINO,Casado(a),Deputado,Branca,09/03/1956,61,Superior completo,"2509225,96",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000247.jpg
VALDIR COLATTO,VALDIR COLATTO,1516,PMDB,PSD / PC do B / PV / PMDB / PR / PTB / PSC / PSDC / PROS / PRB / PDT / DEM,Eleito por QP,115.431,"3,42",MASCULINO,Casado(a),Engenheiro,Branca,15/10/1949,68,Superior completo,"1764940,23",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000241.jpg
FABRICIO JOSE SATIRO DE OLIVEIRA,FABRICIO OLIVEIRA,4040,PSB,PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB,Suplente,51.494,"1,53",MASCULINO,Solteiro(a),Empresário,Branca,01/07/1975,42,Superior completo,"315838,83",SC,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000487.jpg
ANTONIO JACOME DE LIMA JUNIOR,JÁCOME,3333,PMN,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por média,71.555,"4,53",MASCULINO,Casado(a),Deputado,Branca,26/05/1962,55,Superior completo,"2492398,24",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000133.jpg
CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETINHO ROSADO,1111,PP,PSD / PT / PC do B / PT do B / PP / PEN,Eleito por QP,64.445,"4,08",MASCULINO,Casado(a),Deputado,Branca,23/12/1948,69,Superior completo,"2088819,14",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000330.jpg
FABIO SALUSTINO MESQUITA DE FARIA,FABIO FARIA,5555,PSD,PSD / PT / PC do B / PT do B / PP / PEN,Eleito por QP,166.427,"10,53",MASCULINO,Solteiro(a),Empresário,Branca,01/09/1977,40,Superior completo,"5064671,50",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000322.jpg
FELIPE CATALAO MAIA,FELIPE MAIA,2512,DEM,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por QP,113.722,"7,19",MASCULINO,Casado(a),Deputado,Branca,07/12/1973,44,Superior completo,"15488385,08",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000136.jpg
RAFAEL HUETE DA MOTTA,RAFAEL MOTTA,9090,PROS,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por QP,176.239,"11,15",MASCULINO,Solteiro(a),Vereador,Branca,15/08/1986,31,Superior completo,"452181,26",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000152.jpg
ROGERIO SIMONETTI MARINHO,ROGERIO MARINHO,4545,PSDB,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por QP,81.534,"5,16",MASCULINO,Casado(a),Economista,Parda,26/11/1963,54,Superior completo,"1217570,85",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000138.jpg
WALTER PEREIRA ALVES,WALTER ALVES,1511,PMDB,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por QP,191.064,"12,09",MASCULINO,Casado(a),Deputado,Branca,27/02/1980,37,Superior completo,"1149736,31",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000132.jpg
ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,DRA ZENAIDE MAIA,2222,PR,PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB,Eleito por QP,134.588,"8,51",FEMININO,Casado(a),Médico,Branca,27/11/1954,63,Superior completo,"1455381,34",RN,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000135.jpg
ARNALDO JORDY FIGUEIREDO,JORDY,2323,PPS,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,70.950,"1,89",MASCULINO,Solteiro(a),Deputado,Branca,30/11/1958,59,Superior completo,"300000,00",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000934.jpg
JOSE ROBERTO OLIVEIRA FARO,BETO FARO,1313,PT,PMDB / PT,Eleito por QP,142.970,"3,81",MASCULINO,Casado(a),Agricultor,Parda,20/06/1969,48,Ensino Fundamental completo,"835000,00",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000436.jpg
ROBERTO SALAME FILHO,BETO SALAME,9010,PROS,PR / DEM / PHS / PROS / PC do B / PSL / PDT / PPL,Eleito por QP,93.524,"2,49",MASCULINO,Casado(a),Advogado,Parda,12/02/1974,43,Superior completo,"24431,00",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000795.jpg
EDER MAURO CARDOSO BARRA,DELEGADO EDER MAURO,5500,PSD,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,265.983,"7,08",MASCULINO,Casado(a),Servidor Público Estadual,Branca,14/12/1960,57,Superior completo,"595495,69",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000944.jpg
EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,5050,PSOL,PSOL / PSTU,Eleito por QP,170.604,"4,54",MASCULINO,Solteiro(a),Deputado,Branca,26/05/1957,60,Superior completo,"261555,10",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000097.jpg
ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE,1515,PMDB,PMDB / PT,Eleito por QP,87.632,"2,33",FEMININO,Divorciado(a),Deputado,Branca,05/10/1944,73,Superior completo,"5173997,99",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000455.jpg
FRANCISCO ALVES DE AGUIAR,CHAPADINHA,5577,PSD,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por média,63.671,"1,70",MASCULINO,Divorciado(a),Comerciante,Branca,24/08/1956,61,Ensino Médio completo,"2493387,15",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000941.jpg
HELIO LEITE DA SILVA,HÉLIO LEITE,2525,DEM,PR / DEM / PHS / PROS / PC do B / PSL / PDT / PPL,Eleito por QP,85.194,"2,27",MASCULINO,Casado(a),"Corretor de Imóveis, Seguros, Títulos e Valores",Branca,09/12/1957,60,Superior completo,"1379726,67",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000751.jpg
JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,JOAQUIM PASSARINHO,5555,PSD,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,76.148,"2,03",MASCULINO,Casado(a),Arquiteto,Branca,02/12/1961,56,Superior completo,"1603347,11",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000942.jpg
JOSE BENITO PRIANTE JUNIOR,PRIANTE,1555,PMDB,PMDB / PT,Eleito por QP,122.348,"3,26",MASCULINO,Divorciado(a),Deputado,Branca,02/12/1963,54,Superior completo,"783256,96",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000456.jpg
JOSUE BENGTSON,JOSUÉ BENGTSON,1456,PTB,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,122.995,"3,27",MASCULINO,Casado(a),Deputado,Branca,27/05/1944,73,Ensino Fundamental completo,"1999900,82",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000945.jpg
JULIA MARIA GODINHO DA CRUZ MARINHO,JULIA MARINHO,2020,PSC,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,86.949,"2,31",FEMININO,Casado(a),Pedagogo,Branca,11/04/1960,57,Superior completo,"9500,00",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000001051.jpg
LUCIO DUTRA VALE,LUCIO VALE,2222,PR,PR / DEM / PHS / PROS / PC do B / PSL / PDT / PPL,Eleito por QP,148.163,"3,94",MASCULINO,Casado(a),Deputado,Branca,27/12/1972,45,Superior completo,"684077,17",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000759.jpg
NILSON PINTO DE OLIVEIRA,NILSON PINTO,4590,PSDB,PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC,Eleito por QP,193.573,"5,15",MASCULINO,Casado(a),Deputado,Parda,25/03/1952,65,Superior completo,"513159,38",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000923.jpg
SIMONE MARIA MORGADO FERREIRA,SIMONE MORGADO,1588,PMDB,PMDB / PT,Eleito por média,76.510,"2,04",FEMININO,Divorciado(a),Deputado,Branca,06/04/1967,50,Superior completo,"1356773,25",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000457.jpg
WLADIMIR AFONSO DA COSTA RABELO,WLAD,7777,SD,PRB / SD,Eleito por QP,141.213,"3,76",MASCULINO,Casado(a),Deputado,Parda,16/01/1964,53,Ensino Médio completo,"1605977,33",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000015.jpg
JOSE GERALDO TORRES DA SILVA,ZÉ GERALDO,1321,PT,PMDB / PT,Eleito por QP,105.151,"2,80",MASCULINO,Divorciado(a),Deputado,Branca,21/12/1961,56,Ensino Fundamental completo,"172000,00",PA,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000435.jpg
ARTHUR CESAR PEREIRA DE LIRA,ARTHUR LIRA,1111,PP,PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM,Eleito por QP,98.231,"7,09",MASCULINO,Casado(a),Deputado,Branca,25/06/1969,48,Superior completo,"1168156,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000167.jpg
JOSE CICERO SOARES DE ALMEIDA,CICERO ALMEIDA,2800,PRTB,PRTB / PPL / PMN,Eleito por QP,64.435,"4,65",MASCULINO,Solteiro(a),Empresário,Branca,08/01/1958,59,Ensino Médio completo,"601587,34",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000043.jpg
GIVALDO DE SA GOUVEIA,GIVALDO CARIMBÃO,9090,PROS,PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS,Eleito por QP,82.582,"5,96",MASCULINO,Casado(a),Deputado,Branca,14/10/1957,60,Ensino Fundamental incompleto,"1066881,66",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000279.jpg
JOAO HENRIQUE HOLANDA  CALDAS,JHC,7777,SD,PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM,Eleito por QP,135.929,"9,82",MASCULINO,Solteiro(a),Deputado,Parda,22/07/1987,30,Superior completo,"3129526,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000183.jpg
NIVALDO FERREIRA DE ALBUQUERQUE NETO,NIVALDO ALBUQUERQUE,4444,PRP,PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM,Suplente,66.910,"4,83",MASCULINO,Solteiro(a),Pecuarista,Branca,07/01/1988,29,Superior incompleto,"205000,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000156.jpg
PAULO FERNANDO DOS SANTOS,PAULÃO,1313,PT,PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS,Eleito por média,53.284,"3,85",MASCULINO,Divorciado(a),Deputado,Preta,15/09/1957,60,Superior completo,"0,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000274.jpg
PEDRO TORRES BRANDAO VILELA,PEDRO VILELA,4545,PSDB,PSDB / PRB,Eleito por QP,119.582,"8,64",MASCULINO,Solteiro(a),Advogado,Branca,01/05/1985,32,Superior completo,"3835617,58",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000382.jpg
RONALDO AUGUSTO LESSA SANTOS,RONALDO LESSA,1212,PDT,PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS,Eleito por QP,88.125,"6,36",MASCULINO,Divorciado(a),Engenheiro,Branca,25/04/1949,68,Superior completo,"650000,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000269.jpg
ROSEANE CAVALCANTE DE FREITAS ESTRELA,ROSINHA DA ADEFAL,7000,PT do B,PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS,Suplente,27.116,"1,96",FEMININO,Casado(a),Deputado,Branca,22/04/1973,44,Superior completo,"940000,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000266.jpg
MARX BELTRAO LIMA SIQUEIRA,MARX BELTRÃO,1515,PMDB,PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS,Eleito por QP,123.317,"8,91",MASCULINO,Casado(a),Advogado,Branca,28/11/1979,38,Superior completo,"1114543,66",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000287.jpg
MAURICIO QUINTELLA MALTA LESSA,MAURICIO QUINTELLA,2266,PR,PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM,Eleito por QP,76.706,"5,54",MASCULINO,Casado(a),Deputado,Branca,28/03/1971,46,Superior completo,"959940,12",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000153.jpg
AUDIVAL AMELIO DA SILVA NETO,VAL AMÉLIO,2888,PRTB,PRTB / PPL / PMN,Suplente,58.095,"4,20",MASCULINO,Solteiro(a),"Estudante, Bolsista, Estagiário e Assemelhados",Branca,11/12/1993,24,Superior incompleto,"530000,00",AL,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000044.jpg
