idecadastro,Legislatura,Nome,Nome Parlamentar,Profissao,Situacao na Legislatura Atual,Sexo,UF,Partido
178957,55,ABEL SALVADOR MESQUITA JUNIOR,ABEL MESQUITA JR.,Empresário,Em Exercício,M,RR,DEM
178864,55,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,-,Em Exercício,M,CE,PODE
178914,55,ADALBERTO CAVALCANTI RODRIGUES,ADALBERTO CAVALCANTI,Administrador,Em Exercício,M,PE,AVANTE
178890,55,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,Professor,Em Exercício,M,MG,PT
178968,55,ADELSON BARRETO DOS SANTOS,ADELSON BARRETO,"Comunicador, Jornalista",Em Exercício,M,SE,PR
133374,55,ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,"Administrador, Advogado, Médico, Médico, Médico",Suplência,M,MG,MDB
196359,55,ADERMIS MARINI JUNIOR,ADÉRMIS MARINI,"Administrador, Bancário, Economista, Empresário, Escrivão",Suplência,M,SP,PSDB
178903,55,ADILTON DOMINGOS SACHETTI,ADILTON SACHETTI,Arquiteto,Em Exercício,M,MT,PRB
141372,55,AELTON JOSÉ DE FREITAS,AELTON FREITAS,"Agricultor, Empresário, Engenheiro",Em Exercício,M,MG,PR
160508,55,AFONSO BANDEIRA FLORENCE,AFONSO FLORENCE,"Professor, Servidor Público",Em Exercício,M,BA,PT
136811,55,JOSÉ ALFONSO EBERT HAMM,AFONSO HAMM,Engenheiro,Em Exercício,M,RS,PP
178835,55,AFONSO ANTUNES DA MOTTA,AFONSO MOTTA,Advogado,Em Exercício,M,RS,PDT
160527,55,AGUINALDO VELLOSO BORGES RIBEIRO,AGUINALDO RIBEIRO,Administrador,Em Exercício,M,PB,PP
178836,55,ALAN RICK MIRANDA,ALAN RICK,"Administrador, Jornalista",Em Exercício,M,AC,DEM
160582,55,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,ALBERTO FILHO,Advogado,Suplência,M,MA,PP
73579,55,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,Coronel da Polícia Militar,Em Exercício,M,DF,DEM
160559,55,ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,Comerciário,Em Exercício,M,RS,MDB
160511,55,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,"Advogado, Professor",Em Exercício,M,RJ,PSB
73458,55,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,Escriturário,Em Exercício,M,PR,PTB
178972,55,ALEX SPINELLI MANENTE,ALEX MANENTE,Advogado,Em Exercício,M,SP,PPS
178875,55,ALEXANDRE BALDY DE SANT'ANNA BRAGA,ALEXANDRE BALDY,-,Licenciado,M,GO,PP
160545,55,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,Empresário,Em Exercício,M,SP,DEM
178833,55,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,Médico,Em Exercício,M,RJ,PSD
178936,55,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,-,Em Exercício,M,RJ,PR
141454,55,JACOB ALFREDO STOFFELS KAEFER,ALFREDO KAEFER,-,Em Exercício,M,PR,PP
178846,55,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,-,Em Exercício,M,AM,PR
74057,55,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,"Farmacêutico, Químico",Em Exercício,F,BA,PCdoB
178927,55,ALIEL MACHADO BARK,ALIEL MACHADO,-,Em Exercício,M,PR,PSB
178937,55,ALTINEU CÔRTES FREITAS COUTINHO,ALTINEU CÔRTES,Empresário,Em Exercício,M,RJ,PR
178881,55,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,Servidor Público,Em Exercício,M,MA,PODE
178973,55,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,Advogado,Em Exercício,F,SP,PT
178831,55,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,Engenheiro,Em Exercício,M,AP,PP
195143,55,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,ANDRÉ AMARAL,-,Em Exercício,M,PB,PROS
74471,55,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,Advogado,Em Exercício,M,PE,PSD
133439,55,ANDRÉ PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,"Advogado, Economista, Empresário",Em Exercício,M,CE,PDT
178882,55,ANDRE LUIZ CARVALHO RIBEIRO,ANDRÉ FUFUCA,Médico,Em Exercício,M,MA,PP
160543,55,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,Gestor Público,Em Exercício,M,SE,PSC
178974,55,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,Administrador,Em Exercício,M,SP,PT
192120,55,ANGELA ALBINO,ANGELA ALBINO,-,Suplência,F,SC,PCdoB
178837,55,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,Economista,Em Exercício,M,AC,PT
74212,55,ANÍBAL FERREIRA GOMES,ANÍBAL GOMES,"Agropecuarista, Dentista",Em Exercício,M,CE,DEM
160553,55,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,ANTONIO BRITO,Administrador,Em Exercício,M,BA,PSD
141383,55,ANTONIO CARLOS MARTINS DE BULHÕES,ANTONIO BULHÕES,"Administrador, Advogado, Bispo Evangélico, Comunicador, Teólogo",Em Exercício,M,SP,PRB
73584,55,ANTONIO CARLOS DE MENDES THAME,ANTONIO CARLOS MENDES THAME,Professor,Em Exercício,M,SP,PV
160530,55,ANTONIO JOSÉ IMBASSAHY DA SILVA,ANTONIO IMBASSAHY,Engenheiro,Em Exercício,M,BA,PSDB
178950,55,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,"Advogado, Médico, Teólogo",Em Exercício,M,RN,PODE
74103,55,FRANCISCO ARIOSTO HOLANDA,ARIOSTO HOLANDA,"Engenheiro, Professor",Suplência,M,CE,PDT
73433,55,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,Médico,Em Exercício,M,SP,PT
73434,55,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,"Advogado, Comunicador, Contador, Professor",Em Exercício,M,SP,PP
160602,55,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,Político,Em Exercício,M,PA,PPS
74833,55,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,"Economista, Engenheiro, Especializado em Telecomunicação, Militar, Professor",Em Exercício,M,RJ,PSD
160541,55,ARTHUR CÉSAR PEREIRA DE LIRA,ARTHUR LIRA,"Advogado, Agropecuarista, Empresário",Em Exercício,M,AL,PP
160600,55,ARTHUR DE OLIVEIRA MAIA DA SILVA,ARTHUR OLIVEIRA MAIA,Advogado,Em Exercício,M,BA,DEM
178847,55,ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO,ARTHUR VIRGÍLIO BISNETO,Político,Em Exercício,M,AM,PSDB
159237,55,FRANCISCO DE ASSIS CARVALHO GONÇALVES,ASSIS CARVALHO,Servidor Público,Em Exercício,M,PI,PT
74378,55,ASSIS MIGUEL DO COUTO,ASSIS DO COUTO,Agricultor,Em Exercício,M,PR,PDT
160581,55,ASSIS FLÁVIO DA SILVA MELO,ASSIS MELO,Metalúrgico,Suplência,M,RS,PCdoB
74090,55,ÁTILA SIDNEY LINS ALBUQUERQUE,ÁTILA LINS,"Advogado, Economista, Servidor Público",Em Exercício,M,AM,PP
74459,55,ÁTILA FREITAS LIRA,ÁTILA LIRA,"Administrador, Economista",Em Exercício,M,PI,PSB
73655,55,AUGUSTO SILVEIRA DE CARVALHO,AUGUSTO CARVALHO,"Bancário, Sociólogo",Em Exercício,M,DF,SD
160665,55,AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO ,Engenheiro,Em Exercício,M,PE,SD
160512,55,AUREO LIDIO MOREIRA RIBEIRO,AUREO,Empresário,Em Exercício,M,RJ,SD
69871,55,JOAO CARLOS BACELAR BATISTA,BACELAR,Administrador,Em Exercício,M,BA,PODE
178975,55,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,Empresário,Em Exercício,M,SP,MDB
178834,55,ADALBERTO SOUZA GALVÃO,BEBETO,-,Em Exercício,M,BA,PSB
73701,55,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,"Assistente Social, Auxiliar de Enfermagem, Professor, Servidor Público",Em Exercício,F,RJ,PT
74535,55,BENITO DA GAMA SANTOS,BENITO GAMA,"Economista, Professor",Em Exercício,M,BA,PTB
74040,55,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,Dentista,Em Exercício,M,PB,MDB
178915,55,HEBERTE LAMARCK GOMES DA SILVA,BETINHO GOMES,Engenheiro,Em Exercício,M,PE,PSDB
141335,55,JOSÉ ROBERTO OLIVEIRA FARO,BETO FARO,Agricultor,Em Exercício,M,PA,PT
73437,55,PAULO ROBERTO GOMES MANSUR,BETO MANSUR,"Comunicador, Empresário, Engenheiro",Em Exercício,M,SP,MDB
178948,55,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETO ROSADO,Agrônomo,Em Exercício,M,RN,PP
178906,55,ROBERTO SALAME FILHO,BETO SALAME,-,Em Exercício,M,PA,PP
141513,55,OLAVO BILAC PINTO NETO,BILAC PINTO,Advogado,Em Exercício,M,MG,DEM
160538,55,ELVINO JOSÉ BOHN GASS,BOHN GASS,"Agricultor, Professor",Em Exercício,M,RS,PT
74650,55,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,"Advogado, Professor",Em Exercício,M,MG,DEM
160589,55,BRUNA DIAS FURLAN,BRUNA FURLAN,-,Em Exercício,F,SP,PSDB
178999,55,BRUNIELE FERREIRA GOMES,BRUNNY,-,Em Exercício,F,MG,PR
178976,55,BRUNO COVAS LOPES,BRUNO COVAS,"Advogado, Economista",Vacância,M,SP,PSDB
178938,55,BENEVENUTO DACIOLO FONSECA DOS SANTOS,CABO DACIOLO,Militar,Em Exercício,M,RJ,PATRI
178865,55,FLAVIO ALVES SABINO,CABO SABINO,Corretor,Em Exercício,M,CE,AVANTE
105112,55,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,"Comunicador, Economista",Em Exercício,M,AP,MDB
93083,55,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,CACÁ LEÃO,Administrador,Em Exercício,M,BA,PP
178853,55,LUIZ CARLOS CAETANO,CAETANO,Farmacêutico,Em Exercício,M,BA,PT
178891,55,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,-,Em Exercício,M,MG,PSDB
194261,55,CAJAR ONESIMO RIBEIRO NARDES,CAJAR NARDES,-,Em Exercício,M,RS,PODE
178829,55,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,Policial,Em Exercício,M,SP,PR
178958,55,CARLOS AUGUSTO ANDRADE SILVA,CARLOS ANDRADE,"Administrador, Eletricista",Em Exercício,M,RR,PHS
141401,55,CARLOS GOMES BEZERRA,CARLOS BEZERRA,"Advogado, Empresário, Professor",Em Exercício,M,MT,MDB
74474,55,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,CARLOS EDUARDO CADOCA,Advogado,Suplência,M,PE,PDT
178962,55,ANTONIO CARLOS GOMES DA SILVA,CARLOS GOMES,-,Em Exercício,M,RS,PRB
178993,55,CARLOS HENRIQUE AMORIM,CARLOS HENRIQUE GAGUIM,-,Em Exercício,M,TO,DEM
74163,55,CARLOS HUMBERTO MANNATO,CARLOS MANATO,Médico,Em Exercício,M,ES,PSL
178900,55,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,"Advogado, Engenheiro",Licenciado,M,MS,MDB
74651,55,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,"Empresário, Engenheiro",Em Exercício,M,MG,DEM
74262,55,CARLOS HENRIQUE FOCESI SAMPAIO,CARLOS SAMPAIO,Promotor de Justiça,Em Exercício,M,SP,PSDB
141398,55,CARLOS ALBERTO ROLIM ZARATTINI,CARLOS ZARATTINI,Economista,Em Exercício,M,SP,PT
164360,55,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,Enfermeiro,Em Exercício,F,SC,PPS
178876,55,CELIO ANTONIO DA SILVEIRA,CÉLIO SILVEIRA,Médico,Em Exercício,M,GO,PSDB
73568,55,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,"Consultor, Economista, Professor",Em Exercício,M,RJ,MDB
141405,55,CELSO MALDANER,CELSO MALDANER,"Economista, Empresário",Em Exercício,M,SC,MDB
72912,55,CELSO PANSERA,CELSO PANSERA,-,Em Exercício,M,RJ,PT
73441,55,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,"Comunicador, Jornalista",Em Exercício,M,SP,PRB
160576,55,CESAR HANNA HALUM,CÉSAR HALUM,Médico Veterinário,Em Exercício,M,TO,PRB
178838,55,CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,Pecuarista,Em Exercício,M,AC,PSB
73720,55,César Antonio de Souza,CESAR SOUZA,"Comunicador, Comunicador, Empresário",Em Exercício,M,SC,PSD
74171,55,FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,"Escritor, Professor",Em Exercício,M,RJ,PSOL
141439,55,FRANCISCO JOSÉ D'ANGELO PINTO,CHICO D'ANGELO,Médico,Em Exercício,M,RJ,PDT
141440,55,FRANCISCO LOPES DA SILVA,CHICO LOPES,"Auditor, Professor",Em Exercício,M,CE,PCdoB
178928,55,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,-,Em Exercício,F,PR,PR
178841,55,JOSÉ CÍCERO SOARES DE ALMEIDA,CÍCERO ALMEIDA,"Comunicador, Jornalista, Músico",Em Exercício,M,AL,PHS
74537,55,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,Advogado,Em Exercício,M,BA,PP
141408,55,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,"Advogado, Escritor, Político, Professor, Servidor Público, Vendedor",Em Exercício,M,MA,PRB
178848,55,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,Comunicador,Em Exercício,F,AM,PSDB
178963,55,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,-,Em Exercício,M,RS,PP
194258,55,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,-,Suplência,F,PE,PSB
93472,55,CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL,Advogado,Em Exercício,F,RJ,PTB
141411,55,DAGOBERTO NOGUEIRA FILHO,DAGOBERTO NOGUEIRA,"Administrador, Advogado",Em Exercício,M,MS,PDT
74467,55,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,"Comunicador, Empresário, Médico",Em Exercício,M,PB,PDT
178892,55,DAMINA DE CARVALHO PEREIRA,DÂMINA PEREIRA,Filósofo,Em Exercício,F,MG,PODE
74060,55,DANIEL GOMES DE ALMEIDA,DANIEL ALMEIDA,Profissional técnico,Em Exercício,M,BA,PCdoB
178916,55,DANIEL PIRES COELHO,DANIEL COELHO,Administrador,Em Exercício,M,PE,PPS
144523,55,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,-,Em Exercício,M,GO,MDB
160528,55,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,Advogado,Em Exercício,M,PE,PSB
62881,55,FRANCISCO DANILO BASTOS FORTE,DANILO FORTE,Advogado,Em Exercício,M,CE,PSDB
160552,55,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,Atleta Profissional,Em Exercício,M,RS,PSD
73891,55,DARCÍSIO PAULO PERONDI,DARCÍSIO PERONDI,Médico,Em Exercício,M,RS,MDB
101309,55,DAVIDSON DE MAGALHÃES SANTOS,DAVIDSON MAGALHÃES,-,Suplência,M,BA,PCdoB
141413,55,DÉCIO NERY DE LIMA,DÉCIO LIMA,"Advogado, Professor",Em Exercício,M,SC,PT
196357,55,DEJORGE PATRICIO DA SILVA,DEJORGE PATRÍCIO,-,Suplência,M,RJ,PRB
178908,55,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,-,Em Exercício,M,PA,PSD
178893,55,EDSON MOREIRA DA SILVA,DELEGADO EDSON MOREIRA,"Advogado, Delegado de Polícia, Policial, Professor",Em Exercício,M,MG,PR
160646,55,FERNANDO DESTITO FRANCISCHINI,DELEGADO FRANCISCHINI,Delegado de Polícia,Em Exercício,M,PR,PSL
164359,55,WALDIR SOARES DE OLIVEIRA,DELEGADO WALDIR,Delegado,Em Exercício,M,GO,PSL
74172,55,WANDERLEY ALVES DE OLIVEIRA,DELEY,"Atleta Profissional, Profissional técnico",Em Exercício,M,RJ,PTB
185500,55,DEOCLIDES ANTONIO SANTOS NETO MACEDO,DEOCLIDES MACEDO,-,Suplência,M,MA,PDT
160588,55,DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO ANDRADE,Administrador,Em Exercício,M,MG,PSD
178929,55,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,Administrador,Em Exercício,M,PR,PODE
73768,55,DILCEU JOÃO SPERAFICO,DILCEU SPERAFICO,"Advogado, Agropecuarista, Empresário, Filósofo",Licenciado,M,PR,PP
160599,55,DIMAS FABIANO TOLEDO JÚNIOR,DIMAS FABIANO,-,Em Exercício,M,MG,PP
143632,55,DOMINGOS GOMES DE AGUIAR NETO,DOMINGOS NETO,Empresário,Em Exercício,M,CE,PSD
160758,55,DOMINGOS SÁVIO CAMPOS RESENDE,DOMINGOS SÁVIO,Médico Veterinário,Em Exercício,M,MG,PSDB
160643,55,JORGE SILVA,DR. JORGE SILVA,Médico,Em Exercício,M,ES,SD
178830,55,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,-,Em Exercício,M,SP,PODE
178994,55,DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,-,Licenciado,F,TO,MDB
73793,55,EDSON BEZ DE OLIVEIRA,EDINHO BEZ,"Agricultor, Bancário, Contador, Professor",Suplência,M,SC,MDB
141417,55,ÉDIO VIEIRA LOPES,EDIO LOPES,Servidor Público,Em Exercício,M,RR,PR
160578,55,EDMAR DE SOUZA ARRUDA,EDMAR ARRUDA,Economista,Em Exercício,M,PR,PSD
134812,55,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,Professor,Em Exercício,M,PA,PSOL
74655,55,EDUARDO LUIZ BARROS BARBOSA,EDUARDO BARBOSA,Médico,Em Exercício,M,MG,PSDB
92346,55,EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,Policial,Em Exercício,M,SP,PSL
178977,55,EDUARDO PEDROSA CURY,EDUARDO CURY,Engenheiro,Em Exercício,M,SP,PSDB
141421,55,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,Empresário,Em Exercício,M,PE,PP
141422,55,EFRAIM DE ARAÚJO MORAIS FILHO,EFRAIM FILHO,Advogado,Em Exercício,M,PB,DEM
74075,55,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,Pedagogo,Em Exercício,F,PA,MDB
160532,55,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,Comunicador,Em Exercício,M,SP,DEM
181316,55,ELIZEU DIONIZIO SOUZA  DA SILVA,ELIZEU DIONIZIO,Advogado,Em Exercício,M,MS,PSB
178883,55,ELIZIANE PEREIRA GAMA MELO,ELIZIANE GAMA,Jornalista,Em Exercício,F,MA,PPS
178854,55,ELMAR JOSE VIEIRA NASCIMENTO,ELMAR NASCIMENTO,Advogado,Em Exercício,M,BA,DEM
132504,55,ENIO JOSÉ VERRI,ENIO VERRI,-,Em Exercício,M,PR,PT
160575,55,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,Bancário,Em Exercício,F,DF,PT
99654,55,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,"Assessor, Auxiliar administrativo",Em Exercício,M,BA,PATRI
160640,55,EROS FERREIRA BIONDINI,EROS BIONDINI,"Médico Veterinário, Músico",Em Exercício,M,MG,PROS
160649,55,ESPERIDIÃO AMIN HELOU FILHO,ESPERIDIÃO AMIN,"Administrador, Advogado, Professor",Em Exercício,M,SC,PP
178871,55,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,-,Em Exercício,M,ES,PP
178828,55,EVANDRO HERRERA BERTONE GUSSI,EVANDRO GUSSI,"Advogado, Professor",Em Exercício,M,SP,PV
178930,55,EVANDRO ROGERIO ROMAN,EVANDRO ROMAN,Professor,Em Exercício,M,PR,PSD
178953,55,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,-,Em Exercício,M,RO,PSD
178904,55,EZEQUIEL ANGELO FONSECA,EZEQUIEL FONSECA,Professor,Em Exercício,M,MT,PP
178941,55,EZEQUIEL CORTAZ TEIXEIRA,EZEQUIEL TEIXEIRA,Advogado,Em Exercício,M,RJ,PODE
141428,55,FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO FARIA,Administrador,Em Exercício,M,RN,PSD
178905,55,FABIO PAULINO GARCIA,FABIO GARCIA,Engenheiro,Em Exercício,M,MT,DEM
178969,55,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,-,Em Exercício,M,SE,PSD
141427,55,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,Empresário,Em Exercício,M,MG,MDB
171623,55,FABIO DE ALMEIDA REIS,FABIO REIS,Empresário,Em Exercício,M,SE,MDB
178877,55,FABIO FERNANDES DE SOUSA,FÁBIO SOUSA,"Comunicador, Comunicador, Gestor Público, Pastor",Em Exercício,M,GO,PSDB
66828,55,FAUSTO RUY PINATO,FAUSTO PINATO,Advogado,Em Exercício,M,SP,PP
141430,55,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,Empresário,Em Exercício,M,RJ,PROS
72442,55,FELIPE AUGUSTO LYRA CARRERAS,FELIPE CARRERAS,-,Em Exercício,M,PE,PSB
141429,55,FELIPE CATALÃO MAIA,FELIPE MAIA,Advogado,Em Exercício,M,RN,DEM
160666,55,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,Administrador,Em Exercício,M,BA,PDT
141431,55,FERNANDO BEZERRA DE SOUZA COELHO FILHO,FERNANDO COELHO FILHO,Administrador,Em Exercício,M,PE,DEM
163831,55,FERNANDO ANTÔNIO CECILIANO JORDÃO,FERNANDO JORDÃO,"Comerciário, Empresário, Engenheiro",Vacância,M,RJ,MDB
92699,55,FERNANDO MONTEIRO DE ALBUQUERQUE,FERNANDO MONTEIRO,-,Suplência,M,PE,PP
160676,55,FERNANDO DANTAS TORRES,FERNANDO TORRES,Empresário,Em Exercício,M,BA,PSD
160598,55,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,Professor,Em Exercício,F,GO,PDT
141434,55,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,Engenheiro,Em Exercício,M,AC,MDB
178978,55,FLAVIO AUGUSTO DA SILVA,FLAVINHO,"Comunicador, Comunicador, Empresário, Escritor, Músico, Músico",Em Exercício,M,SP,PSC
178907,55,FRANCISCO ALVES DE AGUIAR,FRANCISCO CHAPADINHA,Empresário,Em Exercício,M,PA,PODE
160677,55,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,"Comunicador, Comunicador, Publicitário, Representante Comercial",Em Exercício,M,RJ,DEM
186775,55,FRANKLIN ROBERTO DE LIMA SOUZA,FRANKLIN,"Comunicador, Pastor",Suplência,M,MG,PP
129037,55,GABRIEL GUIMARÃES DE ANDRADE,GABRIEL GUIMARÃES,Advogado,Em Exercício,M,MG,PT
160669,55,GENECIAS MATEUS NORONHA,GENECIAS NORONHA,Empresário,Em Exercício,M,CE,SD
141441,55,GEORGE HILTON DOS SANTOS CECÍLIO,GEORGE HILTON,"Animador, Comunicador, Comunicador, Teólogo",Em Exercício,M,MG,PSC
178966,55,GEOVANIA DE SA RODRIGUES,GEOVANIA DE SÁ,Administrador,Em Exercício,F,SC,PSDB
74374,55,GERALDO RESENDE PEREIRA,GERALDO RESENDE,"Médico, Profissional Gráfico",Em Exercício,M,MS,PSDB
74383,55,FERNANDO LÚCIO GIACOBO,GIACOBO,Empresário,Em Exercício,M,PR,PR
74270,55,GILBERTO NASCIMENTO SILVA,GILBERTO NASCIMENTO,"Advogado, Delegado de Polícia",Em Exercício,M,SP,PSC
160673,55,GIOVANI CHERINI,GIOVANI CHERINI,Profissional técnico,Em Exercício,M,RS,PR
178878,55,GIUSEPPE VECCI,GIUSEPPE VECCI,Economista,Em Exercício,M,GO,PSDB
74558,55,GIVALDO DE SÁ GOUVEIA,GIVALDO CARIMBÃO,"Comerciário, Profissional Gráfico",Em Exercício,M,AL,AVANTE
178872,55,GIVALDO VIEIRA DA SILVA,GIVALDO VIEIRA,Advogado,Em Exercício,M,ES,PCdoB
152605,55,GLAUBER DE MEDEIROS BRAGA,GLAUBER BRAGA,Advogado,Em Exercício,M,RJ,PSOL
74419,55,LUIZ GONZAGA PATRIOTA,GONZAGA PATRIOTA,"Administrador, Advogado, Contador, Jornalista",Em Exercício,M,PE,PSB
129618,55,MARIA GORETE PEREIRA,GORETE PEREIRA,Fisioterapeuta,Em Exercício,F,CE,PR
178980,55,ANTONIO GOULART DOS REIS,GOULART,Empresário,Em Exercício,M,SP,PSD
194259,55,GUILHERME CRUZ DE SOUZA COELHO,GUILHERME COELHO,-,Suplência,M,PE,PSDB
160667,55,GUILHERME MUSSI FERREIRA,GUILHERME MUSSI,Administrador,Em Exercício,M,SP,PP
178964,55,HEITOR JOSE SCHUCH,HEITOR SCHUCH,Agricultor,Em Exercício,M,RS,PSB
178873,55,HELDER IGNACIO SALOMAO,HELDER SALOMÃO,Professor,Em Exercício,M,ES,PT
178909,55,HELIO LEITE DA SILVA,HÉLIO LEITE,Corretor,Em Exercício,M,PA,DEM
73482,55,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,"Administrador, Médico",Em Exercício,M,RS,PT
97707,55,HERÁCLITO DE SOUSA FORTES,HERÁCLITO FORTES,Servidor Público,Em Exercício,M,PI,DEM
178981,55,HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,Empresário,Em Exercício,M,SP,MDB
73772,55,HERMES PARCIANELLO,HERMES PARCIANELLO,Contador,Em Exercício,M,PR,MDB
160596,55,HEULER ABREU CRUVINEL,HEULER CRUVINEL,Agrônomo,Em Exercício,M,GO,PP
178884,55,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,Administrador,Em Exercício,M,MA,MDB
178959,55,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONÇALVES,"Médico, Médico",Em Exercício,M,RR,PP
178849,55,HISSA NAGIB ABRAHAO FILHO,HISSA ABRAHÃO,Comerciário,Em Exercício,M,AM,PDT
141450,55,HUGO LEAL MELO DA SILVA,HUGO LEAL,"Advogado, Corretor",Em Exercício,M,RJ,PSD
160674,55,HUGO MOTTA WANDERLEY DA NÓBREGA,HUGO MOTTA,Médico,Em Exercício,M,PB,PRB
141389,55,ANTONIO PEDRO INDIO DA COSTA,INDIO DA COSTA,Advogado,Em Exercício,M,RJ,PSD
67138,55,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,IRACEMA PORTELLA,"Empresário, Professor",Em Exercício,F,PI,PP
81232,55,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,"Agricultor, Empresário",Em Exercício,M,TO,PSD
